material,cantidad,precio_unitario,unidad,proveedor,fecha_pedido,_ingested_at,_source,costo_total,_processed_at
Arena Gruesa,4510.03,154.12,ml,CONCREMAX,2024-07-04,20260405_174124,erp_odoo,695085.82,20260405_175213
Emulsión,4539.01,168.33,ton,FIRTH,2024-03-31,20260405_174124,erp_odoo,764051.55,20260405_175213
Tubería HDPE,365.49,264.33,ton,YURA,2024-04-29,20260405_174124,erp_odoo,96609.97,20260405_175213
Piedra 3/4,51.81,737.93,und,CONCREMAX,2024-06-21,20260405_174124,erp_odoo,38232.15,20260405_175213
Cemento,2897.15,723.03,ton,EXSA,2024-05-31,20260405_174124,erp_odoo,2094726.36,20260405_175213
Cemento,2477.71,738.57,und,UNACEM,2024-03-26,20260405_174124,erp_odoo,1829962.27,20260405_175213
Emulsión,4092.14,775.04,ml,CONCREMAX,2024-10-05,20260405_174124,erp_odoo,3171572.19,20260405_175213
Geomalla,4767.78,533.67,ton,CEMENTO SUR,2024-07-23,20260405_174124,erp_odoo,2544421.15,20260405_175213
Arena Gruesa,4076.85,770.37,ton,CONCREMAX,2024-12-21,20260405_174124,erp_odoo,3140682.93,20260405_175213
Arena Gruesa,4159.53,757.9,und,CONCREMAX,2024-03-19,20260405_174124,erp_odoo,3152507.79,20260405_175213
Piedra 3/4,2949.18,624.07,ton,CEMENTO SUR,2024-09-29,20260405_174124,erp_odoo,1840494.76,20260405_175213
Tubería HDPE,1651.8,521.08,ton,CONCREMAX,2024-07-14,20260405_174124,erp_odoo,860719.94,20260405_175213
Piedra 3/4,1886.16,621.21,und,CEMENTO SUR,2024-01-16,20260405_174124,erp_odoo,1171701.45,20260405_175213
Tubería HDPE,656.02,44.39,m3,CONCREMAX,2024-12-02,20260405_174124,erp_odoo,29120.73,20260405_175213
Arena Gruesa,314.36,554.57,und,CONCREMAX,2024-03-28,20260405_174124,erp_odoo,174334.63,20260405_175213
Cemento,1612.07,668.42,m3,YURA,2024-12-14,20260405_174124,erp_odoo,1077539.83,20260405_175213
Arena Gruesa,3608.45,670.24,m3,UNACEM,2024-05-24,20260405_174124,erp_odoo,2418527.53,20260405_175213
Cemento,1334.53,737.3,und,YURA,2024-10-10,20260405_174124,erp_odoo,983948.97,20260405_175213
Geomalla,2223.94,416.46,m3,UNACEM,2024-01-25,20260405_174124,erp_odoo,926182.05,20260405_175213
Asfalto RC-250,3910.58,349.04,und,UNACEM,2024-08-02,20260405_174124,erp_odoo,1364948.84,20260405_175213
Geomalla,4046.56,527.09,und,CONCREMAX,2024-11-24,20260405_174124,erp_odoo,2132901.31,20260405_175213
Tubería HDPE,1521.75,457.79,ton,CONCREMAX,2024-03-22,20260405_174124,erp_odoo,696641.93,20260405_175213
Emulsión,714.91,789.9,ml,EXSA,2024-02-23,20260405_174124,erp_odoo,564707.41,20260405_175213
Piedra 3/4,196.29,727.27,ton,CONCREMAX,2024-03-01,20260405_174124,erp_odoo,142755.83,20260405_175213
Piedra 3/4,1621.82,615.99,und,CEMENTO SUR,2024-12-10,20260405_174124,erp_odoo,999024.9,20260405_175213
Piedra 3/4,1416.11,191.53,m2,YURA,2024-07-21,20260405_174124,erp_odoo,271227.55,20260405_175213
Asfalto RC-250,504.07,103.06,ml,EXSA,2024-11-13,20260405_174124,erp_odoo,51949.45,20260405_175213
Emulsión,4514.58,159.81,und,YURA,2024-01-07,20260405_174124,erp_odoo,721475.03,20260405_175213
Geomalla,2442.56,165.27,und,CONCREMAX,2024-12-15,20260405_174124,erp_odoo,403681.89,20260405_175213
Cemento,1173.37,707.47,ml,FIRTH,2024-06-11,20260405_174124,erp_odoo,830124.07,20260405_175213
Geomalla,2614.6,324.86,und,YURA,2024-12-29,20260405_174124,erp_odoo,849378.96,20260405_175213
Piedra 3/4,1488.27,674.27,m2,UNACEM,2024-07-03,20260405_174124,erp_odoo,1003495.81,20260405_175213
Piedra 3/4,4967.3,136.28,m3,CEMENTO SUR,2024-12-06,20260405_174124,erp_odoo,676943.64,20260405_175213
Emulsión,2038.22,346.6,m3,CEMENTO SUR,2024-10-01,20260405_174124,erp_odoo,706447.05,20260405_175213
Tubería HDPE,1405.71,19.17,und,YURA,2024-01-18,20260405_174124,erp_odoo,26947.46,20260405_175213
Emulsión,167.89,119.29,m2,UNACEM,2024-07-01,20260405_174124,erp_odoo,20027.6,20260405_175213
Arena Gruesa,3768.01,398.09,und,YURA,2024-03-16,20260405_174124,erp_odoo,1500007.1,20260405_175213
Asfalto RC-250,4394.85,235.35,ml,EXSA,2024-01-08,20260405_174124,erp_odoo,1034327.95,20260405_175213
Geomalla,2786.66,630.39,ml,FIRTH,2024-04-18,20260405_174124,erp_odoo,1756682.6,20260405_175213
Asfalto RC-250,4054.07,587.33,und,CEMENTO SUR,2024-04-15,20260405_174124,erp_odoo,2381076.93,20260405_175213
Geomalla,496.65,586.72,m2,FIRTH,2024-11-29,20260405_174124,erp_odoo,291394.49,20260405_175213
Piedra 3/4,4113.71,671.54,und,EXSA,2024-11-12,20260405_174124,erp_odoo,2762520.81,20260405_175213
Geomalla,2361.81,42.44,ton,EXSA,2024-10-03,20260405_174124,erp_odoo,100235.22,20260405_175213
Piedra 3/4,4196.26,612.45,und,FIRTH,2024-05-24,20260405_174124,erp_odoo,2569999.44,20260405_175213
Geomalla,3676.17,693.9,und,YURA,2024-05-30,20260405_174124,erp_odoo,2550894.36,20260405_175213
Cemento,2412.2,64.45,m3,EXSA,2024-07-31,20260405_174124,erp_odoo,155466.29,20260405_175213
Tubería HDPE,4726.71,771.37,m3,YURA,2024-03-19,20260405_174124,erp_odoo,3646042.29,20260405_175213
Arena Gruesa,4187.06,345.46,m3,UNACEM,2024-05-31,20260405_174124,erp_odoo,1446461.75,20260405_175213
Piedra 3/4,1081.36,358.53,und,UNACEM,2024-11-08,20260405_174124,erp_odoo,387700.0,20260405_175213
Cemento,2777.81,555.11,und,FIRTH,2024-06-10,20260405_174124,erp_odoo,1541990.11,20260405_175213
Piedra 3/4,3119.97,527.4,und,CONCREMAX,2024-06-01,20260405_174124,erp_odoo,1645472.18,20260405_175213
Cemento,4409.02,490.42,und,CONCREMAX,2024-08-02,20260405_174124,erp_odoo,2162271.59,20260405_175213
Asfalto RC-250,2193.11,718.65,m3,CEMENTO SUR,2024-09-17,20260405_174124,erp_odoo,1576078.5,20260405_175213
Emulsión,2311.2,733.45,m3,FIRTH,2024-02-22,20260405_174124,erp_odoo,1695149.64,20260405_175213
Asfalto RC-250,2009.53,56.78,ml,CONCREMAX,2024-02-03,20260405_174124,erp_odoo,114101.11,20260405_175213
Cemento,1580.12,290.02,m2,CEMENTO SUR,2024-02-13,20260405_174124,erp_odoo,458266.4,20260405_175213
Cemento,4020.17,302.55,m3,CONCREMAX,2024-03-25,20260405_174124,erp_odoo,1216302.43,20260405_175213
Asfalto RC-250,1420.87,64.54,ton,CEMENTO SUR,2024-04-10,20260405_174124,erp_odoo,91702.95,20260405_175213
Piedra 3/4,2214.17,348.01,und,YURA,2024-07-04,20260405_174124,erp_odoo,770553.3,20260405_175213
Emulsión,4064.31,515.78,ton,EXSA,2024-05-15,20260405_174124,erp_odoo,2096289.81,20260405_175213
Arena Gruesa,3632.04,590.25,ton,YURA,2024-11-29,20260405_174124,erp_odoo,2143811.61,20260405_175213
Acero Corrugado,2306.9,686.37,m3,CONCREMAX,2024-01-02,20260405_174124,erp_odoo,1583386.95,20260405_175213
Cemento,3738.35,321.96,ton,UNACEM,2024-04-29,20260405_174124,erp_odoo,1203599.17,20260405_175213
Geomalla,4791.17,117.54,ton,CEMENTO SUR,2024-08-10,20260405_174124,erp_odoo,563154.12,20260405_175213
Acero Corrugado,289.07,746.35,und,CONCREMAX,2024-12-13,20260405_174124,erp_odoo,215747.39,20260405_175213
Acero Corrugado,4708.85,343.55,m3,CEMENTO SUR,2024-07-27,20260405_174124,erp_odoo,1617725.42,20260405_175213
Tubería HDPE,2766.33,151.34,m3,CONCREMAX,2024-12-26,20260405_174124,erp_odoo,418656.38,20260405_175213
Asfalto RC-250,4945.68,454.99,m3,CONCREMAX,2024-12-26,20260405_174124,erp_odoo,2250234.94,20260405_175213
Geomalla,3378.54,472.9,ton,FIRTH,2024-11-09,20260405_174124,erp_odoo,1597711.57,20260405_175213
Emulsión,762.08,434.88,m3,UNACEM,2024-10-27,20260405_174124,erp_odoo,331413.35,20260405_175213
Tubería HDPE,2886.94,398.69,m3,CONCREMAX,2024-03-03,20260405_174124,erp_odoo,1150994.11,20260405_175213
Asfalto RC-250,3728.96,87.1,m2,CEMENTO SUR,2024-05-30,20260405_174124,erp_odoo,324792.42,20260405_175213
Asfalto RC-250,1699.88,758.28,ton,EXSA,2024-11-27,20260405_174124,erp_odoo,1288985.01,20260405_175213
Arena Gruesa,3441.2,697.78,und,UNACEM,2024-04-01,20260405_174124,erp_odoo,2401200.54,20260405_175213
Piedra 3/4,4700.25,290.41,m2,FIRTH,2024-05-21,20260405_174124,erp_odoo,1364999.6,20260405_175213
Emulsión,4342.25,470.21,ton,UNACEM,2024-04-16,20260405_174124,erp_odoo,2041769.37,20260405_175213
Emulsión,3072.68,459.84,m3,YURA,2024-09-23,20260405_174124,erp_odoo,1412941.17,20260405_175213
Tubería HDPE,2099.05,526.23,m3,CEMENTO SUR,2024-01-10,20260405_174124,erp_odoo,1104583.08,20260405_175213
Acero Corrugado,2246.0,363.32,und,CEMENTO SUR,2024-01-06,20260405_174124,erp_odoo,816016.72,20260405_175213
Tubería HDPE,1043.01,449.26,m2,CONCREMAX,2024-03-31,20260405_174124,erp_odoo,468582.67,20260405_175213
Acero Corrugado,2368.97,524.39,und,UNACEM,2024-03-17,20260405_174124,erp_odoo,1242264.18,20260405_175213
Tubería HDPE,2300.75,571.72,ton,CONCREMAX,2024-02-12,20260405_174124,erp_odoo,1315384.79,20260405_175213
Tubería HDPE,14.21,121.86,und,EXSA,2024-12-19,20260405_174124,erp_odoo,1731.63,20260405_175213
Arena Gruesa,2584.37,245.48,m2,FIRTH,2024-12-09,20260405_174124,erp_odoo,634411.15,20260405_175213
Emulsión,4236.53,70.31,m3,UNACEM,2024-08-03,20260405_174124,erp_odoo,297870.42,20260405_175213
Asfalto RC-250,176.16,682.48,ton,FIRTH,2024-04-04,20260405_174124,erp_odoo,120225.68,20260405_175213
Cemento,3759.46,534.31,m3,FIRTH,2024-01-19,20260405_174124,erp_odoo,2008717.07,20260405_175213
Geomalla,2044.34,56.53,und,UNACEM,2024-12-20,20260405_174124,erp_odoo,115566.54,20260405_175213
Tubería HDPE,4669.5,173.9,ml,YURA,2024-05-24,20260405_174124,erp_odoo,812026.05,20260405_175213
Cemento,2285.54,191.25,ton,UNACEM,2024-03-12,20260405_174124,erp_odoo,437109.52,20260405_175213
Cemento,2675.42,415.84,ml,YURA,2024-06-13,20260405_174124,erp_odoo,1112546.65,20260405_175213
Piedra 3/4,4888.01,585.56,m3,FIRTH,2024-09-30,20260405_174124,erp_odoo,2862223.14,20260405_175213
Geomalla,1667.14,406.16,und,FIRTH,2024-01-04,20260405_174124,erp_odoo,677125.58,20260405_175213
Acero Corrugado,322.68,223.13,m2,CONCREMAX,2024-07-04,20260405_174124,erp_odoo,71999.59,20260405_175213
Emulsión,4936.54,78.38,m3,CEMENTO SUR,2024-12-09,20260405_174124,erp_odoo,386926.01,20260405_175213
Acero Corrugado,4556.82,141.55,m2,EXSA,2024-01-13,20260405_174124,erp_odoo,645017.87,20260405_175213
Tubería HDPE,3582.05,98.51,und,CEMENTO SUR,2024-04-09,20260405_174124,erp_odoo,352867.75,20260405_175213
Arena Gruesa,1132.94,162.48,und,YURA,2024-06-08,20260405_174124,erp_odoo,184080.09,20260405_175213
Asfalto RC-250,4743.04,336.37,m3,UNACEM,2024-07-11,20260405_174124,erp_odoo,1595416.36,20260405_175213
Cemento,1402.81,551.93,und,CEMENTO SUR,2024-10-18,20260405_174124,erp_odoo,774252.92,20260405_175213
Emulsión,997.86,377.63,ton,FIRTH,2024-06-20,20260405_174124,erp_odoo,376821.87,20260405_175213
Tubería HDPE,4776.38,783.77,ton,EXSA,2024-07-30,20260405_174124,erp_odoo,3743583.35,20260405_175213
Cemento,420.46,156.85,m3,CEMENTO SUR,2024-08-14,20260405_174124,erp_odoo,65949.15,20260405_175213
Tubería HDPE,3119.69,356.33,und,YURA,2024-06-25,20260405_174124,erp_odoo,1111639.14,20260405_175213
Acero Corrugado,2847.51,416.92,ml,EXSA,2024-01-23,20260405_174124,erp_odoo,1187183.87,20260405_175213
Emulsión,4420.31,711.19,ml,YURA,2024-11-23,20260405_174124,erp_odoo,3143680.27,20260405_175213
Tubería HDPE,71.4,792.78,und,CEMENTO SUR,2024-04-23,20260405_174124,erp_odoo,56604.49,20260405_175213
Acero Corrugado,1580.84,479.44,und,UNACEM,2024-11-21,20260405_174124,erp_odoo,757917.93,20260405_175213
Acero Corrugado,4124.69,293.81,m2,YURA,2024-05-15,20260405_174124,erp_odoo,1211875.17,20260405_175213
Geomalla,2222.39,419.47,und,EXSA,2024-06-01,20260405_174124,erp_odoo,932225.93,20260405_175213
Geomalla,4079.67,201.42,m3,YURA,2024-09-02,20260405_174124,erp_odoo,821727.13,20260405_175213
Geomalla,1067.84,163.35,und,EXSA,2024-09-26,20260405_174124,erp_odoo,174431.66,20260405_175213
Geomalla,499.58,153.59,und,UNACEM,2024-05-21,20260405_174124,erp_odoo,76730.49,20260405_175213
Geomalla,152.5,708.83,und,EXSA,2024-12-03,20260405_174124,erp_odoo,108096.58,20260405_175213
Asfalto RC-250,3630.4,364.56,m2,EXSA,2024-05-05,20260405_174124,erp_odoo,1323498.62,20260405_175213
Asfalto RC-250,800.28,66.87,ml,EXSA,2024-11-24,20260405_174124,erp_odoo,53514.72,20260405_175213
Acero Corrugado,2342.33,707.12,ton,UNACEM,2024-09-17,20260405_174124,erp_odoo,1656308.39,20260405_175213
Tubería HDPE,1343.93,170.74,ton,YURA,2024-01-06,20260405_174124,erp_odoo,229462.61,20260405_175213
Cemento,2780.14,406.72,m2,YURA,2024-02-15,20260405_174124,erp_odoo,1130738.54,20260405_175213
Asfalto RC-250,3867.43,99.89,ton,CEMENTO SUR,2024-11-22,20260405_174124,erp_odoo,386317.58,20260405_175213
Cemento,3832.27,171.47,m3,EXSA,2024-08-25,20260405_174124,erp_odoo,657119.34,20260405_175213
Asfalto RC-250,456.26,504.82,ml,YURA,2024-10-23,20260405_174124,erp_odoo,230329.17,20260405_175213
Tubería HDPE,2447.78,352.77,m2,UNACEM,2024-02-28,20260405_174124,erp_odoo,863503.35,20260405_175213
Asfalto RC-250,4652.85,367.89,und,CEMENTO SUR,2024-12-08,20260405_174124,erp_odoo,1711736.99,20260405_175213
Cemento,2988.28,202.83,m2,EXSA,2024-06-11,20260405_174124,erp_odoo,606112.83,20260405_175213
Acero Corrugado,48.42,399.04,ton,EXSA,2024-01-16,20260405_174124,erp_odoo,19321.52,20260405_175213
Cemento,65.69,96.26,und,UNACEM,2024-05-15,20260405_174124,erp_odoo,6323.32,20260405_175213
Acero Corrugado,4729.86,410.05,m3,CEMENTO SUR,2024-01-17,20260405_174124,erp_odoo,1939479.09,20260405_175213
Geomalla,2073.88,188.96,ml,YURA,2024-04-23,20260405_174124,erp_odoo,391880.36,20260405_175213
Emulsión,3359.9,501.04,ton,UNACEM,2024-04-11,20260405_174124,erp_odoo,1683444.3,20260405_175213
Cemento,3879.85,220.48,und,YURA,2024-04-17,20260405_174124,erp_odoo,855429.33,20260405_175213
Cemento,4505.59,719.63,und,CEMENTO SUR,2024-02-11,20260405_174124,erp_odoo,3242357.73,20260405_175213
Tubería HDPE,3411.1,789.04,ton,CONCREMAX,2024-01-24,20260405_174124,erp_odoo,2691494.34,20260405_175213
Tubería HDPE,2335.46,442.74,und,EXSA,2024-03-19,20260405_174124,erp_odoo,1034001.56,20260405_175213
Emulsión,289.78,468.75,ml,YURA,2024-08-08,20260405_174124,erp_odoo,135834.38,20260405_175213
Arena Gruesa,2145.13,615.91,ton,CEMENTO SUR,2024-06-27,20260405_174124,erp_odoo,1321207.02,20260405_175213
Piedra 3/4,1573.84,527.09,ton,FIRTH,2024-03-09,20260405_174124,erp_odoo,829555.33,20260405_175213
Arena Gruesa,3282.41,282.95,und,EXSA,2024-03-12,20260405_174124,erp_odoo,928757.91,20260405_175213
Emulsión,3599.25,209.26,ml,CONCREMAX,2024-03-13,20260405_174124,erp_odoo,753179.06,20260405_175213
Asfalto RC-250,1275.21,13.37,ton,EXSA,2024-04-15,20260405_174124,erp_odoo,17049.56,20260405_175213
Tubería HDPE,3025.91,607.13,m3,CEMENTO SUR,2024-09-07,20260405_174124,erp_odoo,1837120.74,20260405_175213
Piedra 3/4,3463.04,561.39,m2,FIRTH,2024-01-19,20260405_174124,erp_odoo,1944116.03,20260405_175213
Geomalla,2129.0,55.26,und,YURA,2024-04-20,20260405_174124,erp_odoo,117648.54,20260405_175213
Cemento,1455.23,55.63,und,UNACEM,2024-03-03,20260405_174124,erp_odoo,80954.44,20260405_175213
Arena Gruesa,2034.06,609.34,m2,UNACEM,2024-05-16,20260405_174124,erp_odoo,1239434.12,20260405_175213
Emulsión,3242.36,274.15,und,CEMENTO SUR,2024-03-11,20260405_174124,erp_odoo,888892.99,20260405_175213
Emulsión,4309.5,527.55,und,YURA,2024-07-28,20260405_174124,erp_odoo,2273476.72,20260405_175213
Cemento,3320.2,553.11,und,EXSA,2024-10-06,20260405_174124,erp_odoo,1836435.82,20260405_175213
Geomalla,4511.57,322.85,ton,EXSA,2024-11-02,20260405_174124,erp_odoo,1456560.37,20260405_175213
Acero Corrugado,3655.55,228.98,m2,CONCREMAX,2024-01-31,20260405_174124,erp_odoo,837047.84,20260405_175213
Emulsión,3734.13,20.83,und,EXSA,2024-08-12,20260405_174124,erp_odoo,77781.93,20260405_175213
Asfalto RC-250,2274.44,492.39,ml,FIRTH,2024-02-19,20260405_174124,erp_odoo,1119911.51,20260405_175213
Tubería HDPE,2780.19,622.92,m3,YURA,2024-02-02,20260405_174124,erp_odoo,1731835.95,20260405_175213
Cemento,2284.75,652.23,und,CEMENTO SUR,2024-04-16,20260405_174124,erp_odoo,1490182.49,20260405_175213
Piedra 3/4,2991.57,220.36,m2,UNACEM,2024-10-09,20260405_174124,erp_odoo,659222.37,20260405_175213
Acero Corrugado,1362.1,327.02,m2,EXSA,2024-11-07,20260405_174124,erp_odoo,445433.94,20260405_175213
Geomalla,1267.05,792.72,m2,EXSA,2024-07-19,20260405_174124,erp_odoo,1004415.88,20260405_175213
Asfalto RC-250,4795.96,508.7,und,UNACEM,2024-11-15,20260405_174124,erp_odoo,2439704.85,20260405_175213
Geomalla,4425.97,106.72,und,CONCREMAX,2024-01-15,20260405_174124,erp_odoo,472339.52,20260405_175213
Geomalla,3628.73,481.89,ml,CEMENTO SUR,2024-09-09,20260405_174124,erp_odoo,1748648.7,20260405_175213
Emulsión,709.28,184.97,m2,CEMENTO SUR,2024-12-10,20260405_174124,erp_odoo,131195.52,20260405_175213
Emulsión,4983.46,176.86,und,CONCREMAX,2024-04-18,20260405_174124,erp_odoo,881374.74,20260405_175213
Cemento,3949.85,538.93,ml,FIRTH,2024-02-06,20260405_174124,erp_odoo,2128692.66,20260405_175213
Tubería HDPE,940.18,18.23,ml,CONCREMAX,2024-09-10,20260405_174124,erp_odoo,17139.48,20260405_175213
Arena Gruesa,1020.79,235.3,ml,UNACEM,2024-03-18,20260405_174124,erp_odoo,240191.89,20260405_175213
Piedra 3/4,2149.94,713.83,ton,YURA,2024-07-12,20260405_174124,erp_odoo,1534691.67,20260405_175213
Arena Gruesa,1452.71,453.98,m2,CEMENTO SUR,2024-02-17,20260405_174124,erp_odoo,659501.29,20260405_175213
Asfalto RC-250,4997.19,368.76,m3,YURA,2024-03-04,20260405_174124,erp_odoo,1842763.78,20260405_175213
Emulsión,2479.13,56.95,ton,YURA,2024-03-03,20260405_174124,erp_odoo,141186.45,20260405_175213
Cemento,1451.45,13.34,und,YURA,2024-11-06,20260405_174124,erp_odoo,19362.34,20260405_175213
Geomalla,4206.01,162.82,m3,EXSA,2024-02-23,20260405_174124,erp_odoo,684822.55,20260405_175213
Acero Corrugado,3468.75,658.26,m3,CEMENTO SUR,2024-08-11,20260405_174124,erp_odoo,2283339.38,20260405_175213
Geomalla,919.95,236.37,m2,FIRTH,2024-04-25,20260405_174124,erp_odoo,217448.58,20260405_175213
Acero Corrugado,1184.35,361.55,m2,YURA,2024-04-18,20260405_174124,erp_odoo,428201.74,20260405_175213
Emulsión,567.65,390.51,ml,EXSA,2024-01-11,20260405_174124,erp_odoo,221673.0,20260405_175213
Arena Gruesa,2744.66,617.18,ml,EXSA,2024-06-30,20260405_174124,erp_odoo,1693949.26,20260405_175213
Arena Gruesa,4097.69,525.29,ml,CONCREMAX,2024-11-12,20260405_174124,erp_odoo,2152475.58,20260405_175213
Geomalla,4424.53,745.82,ml,EXSA,2024-08-02,20260405_174124,erp_odoo,3299902.96,20260405_175213
Emulsión,614.47,470.07,ton,EXSA,2024-12-17,20260405_174124,erp_odoo,288843.91,20260405_175213
Tubería HDPE,348.66,426.72,ml,FIRTH,2024-12-17,20260405_174124,erp_odoo,148780.2,20260405_175213
Geomalla,2566.82,235.08,ml,EXSA,2024-04-20,20260405_174124,erp_odoo,603408.05,20260405_175213
Emulsión,2060.81,232.16,ml,CONCREMAX,2024-06-21,20260405_174124,erp_odoo,478437.65,20260405_175213
Cemento,2745.32,609.18,m3,EXSA,2024-07-08,20260405_174124,erp_odoo,1672394.04,20260405_175213
Acero Corrugado,2882.95,361.52,ml,CEMENTO SUR,2024-07-10,20260405_174124,erp_odoo,1042244.08,20260405_175213
Emulsión,4498.51,693.71,ton,EXSA,2024-06-11,20260405_174124,erp_odoo,3120661.37,20260405_175213
Arena Gruesa,3452.19,531.67,m2,UNACEM,2024-11-04,20260405_174124,erp_odoo,1835425.86,20260405_175213
Emulsión,3053.8,203.36,und,FIRTH,2024-04-04,20260405_174124,erp_odoo,621020.77,20260405_175213
Emulsión,1880.41,429.85,m2,CONCREMAX,2024-10-07,20260405_174124,erp_odoo,808294.24,20260405_175213
Arena Gruesa,4923.01,112.02,und,CEMENTO SUR,2024-05-06,20260405_174124,erp_odoo,551475.58,20260405_175213
Geomalla,2321.23,782.95,und,CONCREMAX,2024-11-14,20260405_174124,erp_odoo,1817407.03,20260405_175213
Emulsión,2766.23,150.46,und,FIRTH,2024-05-03,20260405_174124,erp_odoo,416206.97,20260405_175213
Geomalla,4848.13,611.07,und,CEMENTO SUR,2024-03-15,20260405_174124,erp_odoo,2962546.8,20260405_175213
Cemento,3255.6,63.52,ml,CONCREMAX,2024-03-10,20260405_174124,erp_odoo,206795.71,20260405_175213
Acero Corrugado,4603.97,545.14,und,CONCREMAX,2024-01-13,20260405_174124,erp_odoo,2509808.21,20260405_175213
Arena Gruesa,4009.4,692.92,und,FIRTH,2024-08-09,20260405_174124,erp_odoo,2778193.45,20260405_175213
Arena Gruesa,4967.57,126.84,ml,YURA,2024-06-30,20260405_174124,erp_odoo,630086.58,20260405_175213
Geomalla,1359.13,36.96,m3,CEMENTO SUR,2024-09-15,20260405_174124,erp_odoo,50233.44,20260405_175213
Piedra 3/4,2130.49,200.01,ton,EXSA,2024-07-30,20260405_174124,erp_odoo,426119.3,20260405_175213
Asfalto RC-250,2501.08,389.88,und,EXSA,2024-08-24,20260405_174124,erp_odoo,975121.07,20260405_175213
Arena Gruesa,2719.72,27.24,ton,EXSA,2024-02-20,20260405_174124,erp_odoo,74085.17,20260405_175213
Geomalla,1167.53,567.45,und,CONCREMAX,2024-01-14,20260405_174124,erp_odoo,662514.9,20260405_175213
Asfalto RC-250,1583.38,688.02,ml,FIRTH,2024-09-01,20260405_174124,erp_odoo,1089397.11,20260405_175213
Geomalla,1293.87,271.06,m2,FIRTH,2024-03-31,20260405_174124,erp_odoo,350716.4,20260405_175213
Geomalla,318.05,26.25,und,FIRTH,2024-02-16,20260405_174124,erp_odoo,8348.81,20260405_175213
Cemento,4191.04,327.94,und,FIRTH,2024-09-12,20260405_174124,erp_odoo,1374409.66,20260405_175213
Tubería HDPE,2392.22,727.41,m2,CONCREMAX,2024-12-22,20260405_174124,erp_odoo,1740124.75,20260405_175213
Piedra 3/4,3552.31,546.75,ml,UNACEM,2024-01-01,20260405_174124,erp_odoo,1942225.49,20260405_175213
Asfalto RC-250,4602.7,621.18,m3,CEMENTO SUR,2024-12-25,20260405_174124,erp_odoo,2859105.19,20260405_175213
Emulsión,717.4,790.22,und,FIRTH,2024-10-01,20260405_174124,erp_odoo,566903.83,20260405_175213
Acero Corrugado,3631.36,702.11,ton,FIRTH,2024-04-06,20260405_174124,erp_odoo,2549614.17,20260405_175213
Cemento,2131.68,573.77,m2,CONCREMAX,2024-03-16,20260405_174124,erp_odoo,1223094.03,20260405_175213
Geomalla,562.86,722.94,ml,FIRTH,2024-05-06,20260405_174124,erp_odoo,406914.01,20260405_175213
Piedra 3/4,4492.87,639.42,m3,YURA,2024-11-12,20260405_174124,erp_odoo,2872830.94,20260405_175213
Piedra 3/4,903.76,798.9,ton,FIRTH,2024-07-20,20260405_174124,erp_odoo,722013.86,20260405_175213
Tubería HDPE,3537.64,285.07,ton,FIRTH,2024-06-03,20260405_174124,erp_odoo,1008475.03,20260405_175213
Piedra 3/4,1869.38,161.66,ton,CONCREMAX,2024-12-26,20260405_174124,erp_odoo,302203.97,20260405_175213
Emulsión,2840.52,336.31,m2,YURA,2024-08-23,20260405_174124,erp_odoo,955295.28,20260405_175213
Asfalto RC-250,2555.1,599.08,m3,YURA,2024-07-06,20260405_174124,erp_odoo,1530709.31,20260405_175213
Tubería HDPE,1430.84,225.54,m2,UNACEM,2024-09-27,20260405_174124,erp_odoo,322711.65,20260405_175213
Arena Gruesa,873.87,29.56,ml,CONCREMAX,2024-05-15,20260405_174124,erp_odoo,25831.6,20260405_175213
Asfalto RC-250,1185.04,289.55,und,FIRTH,2024-09-20,20260405_174124,erp_odoo,343128.33,20260405_175213
Asfalto RC-250,3283.69,186.21,und,UNACEM,2024-06-16,20260405_174124,erp_odoo,611455.91,20260405_175213
Piedra 3/4,4126.22,501.39,und,YURA,2024-08-28,20260405_174124,erp_odoo,2068845.45,20260405_175213
Cemento,3563.17,584.03,m3,UNACEM,2024-11-17,20260405_174124,erp_odoo,2080998.18,20260405_175213
Tubería HDPE,1602.61,512.4,ton,YURA,2024-02-15,20260405_174124,erp_odoo,821177.36,20260405_175213
Arena Gruesa,1901.16,433.01,ml,UNACEM,2024-07-13,20260405_174124,erp_odoo,823221.29,20260405_175213
Tubería HDPE,3074.61,17.23,ml,CEMENTO SUR,2024-06-07,20260405_174124,erp_odoo,52975.53,20260405_175213
Geomalla,3624.79,204.0,ton,YURA,2024-12-12,20260405_174124,erp_odoo,739457.16,20260405_175213
Emulsión,4604.69,645.56,ml,CONCREMAX,2024-05-04,20260405_174124,erp_odoo,2972603.68,20260405_175213
Arena Gruesa,4544.04,171.42,und,CONCREMAX,2024-08-09,20260405_174124,erp_odoo,778939.34,20260405_175213
Piedra 3/4,3953.47,422.88,und,YURA,2024-06-14,20260405_174124,erp_odoo,1671843.39,20260405_175213
Acero Corrugado,2673.68,654.57,und,CONCREMAX,2024-03-31,20260405_174124,erp_odoo,1750110.72,20260405_175213
Asfalto RC-250,138.22,492.38,ton,YURA,2024-12-09,20260405_174124,erp_odoo,68056.76,20260405_175213
Arena Gruesa,545.03,798.55,und,YURA,2024-05-29,20260405_174124,erp_odoo,435233.71,20260405_175213
Piedra 3/4,446.77,648.51,m2,CEMENTO SUR,2024-10-17,20260405_174124,erp_odoo,289734.81,20260405_175213
