material,cantidad,precio_unitario,unidad,proveedor,fecha_pedido,_ingested_at,_source
Cemento,2239.51,203.03,,EXSA,2024-12-17,20260405_232605,erp_odoo
Asfalto RC-250,1650.06,271.41,ton,YURA,2024-03-09,20260405_232605,erp_odoo
Geomalla,709.12,449.33,und,CEMENTO SUR,2024-03-06,20260405_232605,erp_odoo
Asfalto RC-250,4630.02,258.81,m2,UNACEM,2024-04-16,20260405_232605,erp_odoo
Acero Corrugado,3114.94,618.62,ton,CEMENTO SUR,2024-06-02,20260405_232605,erp_odoo
Cemento,3437.6,476.95,ml,YURA,2024-08-02,20260405_232605,erp_odoo
Arena Gruesa,1236.34,222.83,ml,FIRTH,2024-02-11,20260405_232605,erp_odoo
Geomalla,1496.49,514.66,,CONCREMAX,2024-08-13,20260405_232605,erp_odoo
Geomalla,2716.51,529.13,m2,UNACEM,2024-04-13,20260405_232605,erp_odoo
Cemento,2875.82,752.76,ton,YURA,2024-11-26,20260405_232605,erp_odoo
Geomalla,113.59,364.38,ml,FIRTH,2024-12-17,20260405_232605,erp_odoo
Piedra 3/4,4055.23,784.48,ton,FIRTH,2024-02-08,20260405_232605,erp_odoo
Tubería HDPE,4427.69,772.11,m3,CEMENTO SUR,2024-11-28,20260405_232605,erp_odoo
Piedra 3/4,200.2,139.48,ml,UNACEM,2024-09-14,20260405_232605,erp_odoo
Acero Corrugado,3473.12,443.43,und,UNACEM,2024-07-08,20260405_232605,erp_odoo
Piedra 3/4,,394.15,ml,EXSA,2024-10-29,20260405_232605,erp_odoo
Arena Gruesa,2542.3,462.77,und,YURA,2024-09-26,20260405_232605,erp_odoo
Arena Gruesa,1005.43,465.91,m3,EXSA,2024-06-11,20260405_232605,erp_odoo
Asfalto RC-250,855.06,681.92,ml,EXSA,2024-08-15,20260405_232605,erp_odoo
Arena Gruesa,1760.62,366.76,ml,UNACEM,2024-08-02,20260405_232605,erp_odoo
Geomalla,505.95,441.36,ml,CONCREMAX,2024-05-07,20260405_232605,erp_odoo
Geomalla,2037.95,268.44,ton,UNACEM,2024-04-18,20260405_232605,erp_odoo
Tubería HDPE,1873.23,317.42,m2,EXSA,2024-02-09,20260405_232605,erp_odoo
Tubería HDPE,2401.35,278.62,m3,CEMENTO SUR,2024-05-01,20260405_232605,erp_odoo
Acero Corrugado,1173.39,328.69,ton,CONCREMAX,2024-05-15,20260405_232605,erp_odoo
Emulsión,217.26,11.38,,YURA,2024-03-06,20260405_232605,erp_odoo
Cemento,2861.14,325.31,,CEMENTO SUR,2024-07-12,20260405_232605,erp_odoo
Emulsión,352.42,515.53,m3,CEMENTO SUR,2024-08-10,20260405_232605,erp_odoo
Asfalto RC-250,895.38,69.01,ml,YURA,2024-10-29,20260405_232605,erp_odoo
Emulsión,4318.85,73.73,ml,UNACEM,2024-06-22,20260405_232605,erp_odoo
Acero Corrugado,2974.69,181.52,ton,FIRTH,2024-11-05,20260405_232605,erp_odoo
Piedra 3/4,992.62,539.95,m2,CONCREMAX,2024-04-18,20260405_232605,erp_odoo
Geomalla,,450.06,m2,EXSA,2024-02-19,20260405_232605,erp_odoo
Acero Corrugado,3731.42,435.07,,UNACEM,2024-05-24,20260405_232605,erp_odoo
Geomalla,3410.47,415.42,m3,CONCREMAX,2024-12-27,20260405_232605,erp_odoo
Geomalla,3003.32,372.76,m2,EXSA,2024-11-01,20260405_232605,erp_odoo
Cemento,4977.23,65.21,m2,FIRTH,2024-11-02,20260405_232605,erp_odoo
Geomalla,1373.44,394.98,,FIRTH,2024-12-01,20260405_232605,erp_odoo
Asfalto RC-250,2675.37,283.77,ton,CEMENTO SUR,2024-04-07,20260405_232605,erp_odoo
Geomalla,4396.95,575.83,m2,CEMENTO SUR,2024-09-21,20260405_232605,erp_odoo
Cemento,3345.02,350.4,m2,UNACEM,2024-09-11,20260405_232605,erp_odoo
Arena Gruesa,3183.31,38.96,ton,EXSA,2024-01-28,20260405_232605,erp_odoo
Piedra 3/4,62.87,444.21,und,UNACEM,2024-11-22,20260405_232605,erp_odoo
Tubería HDPE,1469.09,153.58,m2,CEMENTO SUR,2024-06-04,20260405_232605,erp_odoo
Geomalla,3291.81,790.55,,FIRTH,2024-03-29,20260405_232605,erp_odoo
Acero Corrugado,4805.04,714.71,ton,UNACEM,2024-12-15,20260405_232605,erp_odoo
Asfalto RC-250,1538.67,724.67,,FIRTH,2024-01-11,20260405_232605,erp_odoo
Cemento,4849.24,461.73,m2,FIRTH,2024-12-16,20260405_232605,erp_odoo
Emulsión,4357.25,441.6,m3,CEMENTO SUR,2024-09-27,20260405_232605,erp_odoo
Emulsión,3721.61,621.35,ton,FIRTH,2024-04-02,20260405_232605,erp_odoo
Tubería HDPE,2657.59,191.3,m2,EXSA,2024-06-06,20260405_232605,erp_odoo
Emulsión,2243.17,56.98,ton,CONCREMAX,2024-08-24,20260405_232605,erp_odoo
Cemento,4328.18,580.92,ml,UNACEM,2024-09-19,20260405_232605,erp_odoo
Arena Gruesa,2773.68,684.84,ton,CONCREMAX,2024-04-18,20260405_232605,erp_odoo
Arena Gruesa,2386.89,579.97,und,CONCREMAX,2024-01-28,20260405_232605,erp_odoo
Geomalla,4040.19,315.51,m3,CEMENTO SUR,2024-04-10,20260405_232605,erp_odoo
Piedra 3/4,3705.35,66.56,m2,CEMENTO SUR,2024-01-19,20260405_232605,erp_odoo
Piedra 3/4,3812.23,653.56,ml,YURA,2024-03-30,20260405_232605,erp_odoo
Geomalla,4779.39,378.65,ml,FIRTH,2024-09-24,20260405_232605,erp_odoo
Tubería HDPE,,410.52,m2,YURA,2024-07-19,20260405_232605,erp_odoo
Emulsión,3800.78,424.0,ton,UNACEM,2024-03-18,20260405_232605,erp_odoo
Asfalto RC-250,,617.5,m2,EXSA,2024-07-12,20260405_232605,erp_odoo
Acero Corrugado,2563.29,742.34,ton,YURA,2024-11-18,20260405_232605,erp_odoo
Geomalla,2400.11,167.47,ton,UNACEM,2024-10-21,20260405_232605,erp_odoo
Tubería HDPE,4136.97,180.85,,EXSA,2024-06-04,20260405_232605,erp_odoo
Tubería HDPE,135.22,711.87,,UNACEM,2024-12-31,20260405_232605,erp_odoo
Acero Corrugado,3686.15,376.16,und,CONCREMAX,2024-04-11,20260405_232605,erp_odoo
Asfalto RC-250,2614.03,723.24,,CEMENTO SUR,2024-11-03,20260405_232605,erp_odoo
Cemento,4174.32,298.25,ton,UNACEM,2024-12-07,20260405_232605,erp_odoo
Geomalla,,102.81,ml,UNACEM,2024-07-19,20260405_232605,erp_odoo
Arena Gruesa,710.74,782.15,und,CEMENTO SUR,2024-09-23,20260405_232605,erp_odoo
Geomalla,3727.46,292.76,ml,UNACEM,2024-06-25,20260405_232605,erp_odoo
Geomalla,3500.81,787.96,,CEMENTO SUR,2024-07-06,20260405_232605,erp_odoo
Geomalla,4673.39,137.44,ton,EXSA,2024-09-13,20260405_232605,erp_odoo
Geomalla,3216.73,488.2,m2,UNACEM,2024-08-23,20260405_232605,erp_odoo
Emulsión,2332.1,209.18,m3,CEMENTO SUR,2024-08-07,20260405_232605,erp_odoo
Emulsión,1914.08,607.32,m3,EXSA,2024-04-13,20260405_232605,erp_odoo
Arena Gruesa,1630.22,213.73,,CONCREMAX,2024-08-05,20260405_232605,erp_odoo
Arena Gruesa,479.13,246.95,ml,EXSA,2024-02-10,20260405_232605,erp_odoo
Geomalla,58.44,399.2,,EXSA,2024-05-08,20260405_232605,erp_odoo
Tubería HDPE,,157.2,m3,UNACEM,2024-11-18,20260405_232605,erp_odoo
Cemento,4294.97,208.34,,YURA,2024-10-13,20260405_232605,erp_odoo
Asfalto RC-250,2106.22,19.61,ml,CEMENTO SUR,2024-04-08,20260405_232605,erp_odoo
Tubería HDPE,1287.15,419.26,und,CEMENTO SUR,2024-04-27,20260405_232605,erp_odoo
Asfalto RC-250,3726.82,617.3,,CONCREMAX,2024-06-01,20260405_232605,erp_odoo
Asfalto RC-250,277.65,348.32,m2,CEMENTO SUR,2024-09-29,20260405_232605,erp_odoo
Arena Gruesa,,703.54,,FIRTH,2024-03-21,20260405_232605,erp_odoo
Emulsión,1821.88,288.8,,YURA,2024-10-10,20260405_232605,erp_odoo
Acero Corrugado,2621.28,610.52,,EXSA,2024-06-10,20260405_232605,erp_odoo
Acero Corrugado,1818.77,617.22,ml,EXSA,2024-02-07,20260405_232605,erp_odoo
Asfalto RC-250,,219.81,ml,EXSA,2024-02-04,20260405_232605,erp_odoo
Cemento,2772.62,182.39,und,EXSA,2024-11-27,20260405_232605,erp_odoo
Asfalto RC-250,2507.04,491.52,und,UNACEM,2024-05-16,20260405_232605,erp_odoo
Piedra 3/4,2381.83,753.7,,EXSA,2024-09-23,20260405_232605,erp_odoo
Arena Gruesa,1000.87,242.84,ton,CONCREMAX,2024-04-09,20260405_232605,erp_odoo
Geomalla,4646.75,270.43,m3,FIRTH,2024-08-30,20260405_232605,erp_odoo
Asfalto RC-250,4120.77,237.78,und,CONCREMAX,2024-10-10,20260405_232605,erp_odoo
Asfalto RC-250,2166.3,348.86,,YURA,2024-03-11,20260405_232605,erp_odoo
Geomalla,4639.17,353.21,m3,FIRTH,2024-12-18,20260405_232605,erp_odoo
Piedra 3/4,4076.49,87.57,und,CONCREMAX,2024-03-13,20260405_232605,erp_odoo
Asfalto RC-250,4550.87,745.3,m3,EXSA,2024-12-13,20260405_232605,erp_odoo
Arena Gruesa,171.75,335.31,,UNACEM,2024-11-15,20260405_232605,erp_odoo
Geomalla,3219.37,336.7,und,YURA,2024-01-24,20260405_232605,erp_odoo
Tubería HDPE,2226.48,391.44,ml,CEMENTO SUR,2024-02-03,20260405_232605,erp_odoo
Emulsión,448.89,419.51,,EXSA,2024-07-13,20260405_232605,erp_odoo
Geomalla,81.56,317.74,ml,FIRTH,2024-04-11,20260405_232605,erp_odoo
Arena Gruesa,2680.38,130.68,und,FIRTH,2024-12-15,20260405_232605,erp_odoo
Cemento,300.42,587.78,m2,CEMENTO SUR,2024-11-14,20260405_232605,erp_odoo
Cemento,4454.27,706.99,und,FIRTH,2024-12-30,20260405_232605,erp_odoo
Emulsión,4384.91,686.94,,EXSA,2024-05-29,20260405_232605,erp_odoo
Cemento,1653.25,567.34,und,CONCREMAX,2024-08-22,20260405_232605,erp_odoo
Asfalto RC-250,1740.77,785.23,und,FIRTH,2024-06-30,20260405_232605,erp_odoo
Arena Gruesa,3284.47,90.42,m3,FIRTH,2024-06-10,20260405_232605,erp_odoo
Asfalto RC-250,1532.37,521.44,m3,FIRTH,2024-04-19,20260405_232605,erp_odoo
Geomalla,2171.91,474.88,,YURA,2024-04-19,20260405_232605,erp_odoo
Cemento,375.07,585.85,m2,CONCREMAX,2024-07-31,20260405_232605,erp_odoo
Asfalto RC-250,4743.42,629.77,und,UNACEM,2024-12-27,20260405_232605,erp_odoo
Geomalla,1297.2,433.56,und,YURA,2024-01-23,20260405_232605,erp_odoo
Cemento,,100.12,ton,FIRTH,2024-06-06,20260405_232605,erp_odoo
Emulsión,1717.71,336.3,m2,EXSA,2024-05-14,20260405_232605,erp_odoo
Emulsión,4816.02,113.92,m3,EXSA,2024-11-29,20260405_232605,erp_odoo
Asfalto RC-250,548.65,179.04,m3,CEMENTO SUR,2024-05-30,20260405_232605,erp_odoo
Geomalla,226.04,517.8,ton,UNACEM,2024-06-07,20260405_232605,erp_odoo
Emulsión,4573.3,405.48,und,YURA,2024-06-06,20260405_232605,erp_odoo
Cemento,2557.45,798.3,ml,YURA,2024-03-12,20260405_232605,erp_odoo
Arena Gruesa,4452.0,82.36,,CONCREMAX,2024-12-22,20260405_232605,erp_odoo
Piedra 3/4,4881.33,46.46,ton,FIRTH,2024-04-07,20260405_232605,erp_odoo
Arena Gruesa,312.77,198.05,ml,FIRTH,2024-05-29,20260405_232605,erp_odoo
Tubería HDPE,2067.09,642.1,ml,CEMENTO SUR,2024-12-10,20260405_232605,erp_odoo
Acero Corrugado,780.04,729.07,m2,CONCREMAX,2024-04-29,20260405_232605,erp_odoo
Asfalto RC-250,2066.78,129.53,m3,CONCREMAX,2024-09-23,20260405_232605,erp_odoo
Piedra 3/4,4171.4,392.23,und,YURA,2024-08-21,20260405_232605,erp_odoo
Tubería HDPE,243.63,477.09,,CONCREMAX,2024-07-23,20260405_232605,erp_odoo
Tubería HDPE,216.06,97.91,m3,CEMENTO SUR,2024-08-06,20260405_232605,erp_odoo
Geomalla,,80.94,ml,CEMENTO SUR,2024-06-14,20260405_232605,erp_odoo
Geomalla,3910.99,580.82,m3,YURA,2024-08-03,20260405_232605,erp_odoo
Tubería HDPE,2352.91,31.34,m3,CEMENTO SUR,2024-02-02,20260405_232605,erp_odoo
Geomalla,2771.29,675.05,ton,FIRTH,2024-07-30,20260405_232605,erp_odoo
Tubería HDPE,205.13,68.78,,YURA,2024-01-07,20260405_232605,erp_odoo
Tubería HDPE,2469.02,567.18,ml,YURA,2024-03-18,20260405_232605,erp_odoo
Piedra 3/4,3878.74,6.6,m2,YURA,2024-10-09,20260405_232605,erp_odoo
Emulsión,2013.52,276.25,,YURA,2024-04-02,20260405_232605,erp_odoo
Cemento,220.6,150.88,und,FIRTH,2024-05-05,20260405_232605,erp_odoo
Piedra 3/4,2022.3,90.61,ml,EXSA,2024-01-10,20260405_232605,erp_odoo
Cemento,3071.99,375.97,und,YURA,2024-11-27,20260405_232605,erp_odoo
Tubería HDPE,4685.97,181.7,ton,EXSA,2024-06-21,20260405_232605,erp_odoo
Emulsión,1011.37,307.51,,UNACEM,2024-01-15,20260405_232605,erp_odoo
Geomalla,2757.7,193.22,ml,CEMENTO SUR,2024-07-05,20260405_232605,erp_odoo
Tubería HDPE,2583.47,164.27,m3,YURA,2024-03-24,20260405_232605,erp_odoo
Piedra 3/4,3448.76,481.8,ml,CONCREMAX,2024-05-09,20260405_232605,erp_odoo
Emulsión,1555.26,286.59,ml,CONCREMAX,2024-05-18,20260405_232605,erp_odoo
Tubería HDPE,,452.74,ton,UNACEM,2024-07-22,20260405_232605,erp_odoo
Asfalto RC-250,2578.71,48.57,ton,EXSA,2024-06-09,20260405_232605,erp_odoo
Emulsión,79.84,387.21,m2,FIRTH,2024-04-29,20260405_232605,erp_odoo
Cemento,1683.34,82.13,ton,CEMENTO SUR,2024-02-21,20260405_232605,erp_odoo
Piedra 3/4,4423.92,753.55,und,CONCREMAX,2024-05-05,20260405_232605,erp_odoo
Acero Corrugado,2016.07,518.32,m3,UNACEM,2024-06-25,20260405_232605,erp_odoo
Acero Corrugado,3883.23,193.21,m3,CONCREMAX,2024-10-21,20260405_232605,erp_odoo
Arena Gruesa,2634.91,720.84,ml,EXSA,2024-06-13,20260405_232605,erp_odoo
Emulsión,4346.79,491.31,ml,YURA,2024-06-03,20260405_232605,erp_odoo
Asfalto RC-250,937.3,444.63,,EXSA,2024-01-13,20260405_232605,erp_odoo
Emulsión,1045.99,85.87,,CONCREMAX,2024-09-02,20260405_232605,erp_odoo
Emulsión,4982.19,465.24,und,UNACEM,2024-09-15,20260405_232605,erp_odoo
Cemento,3841.02,225.85,m2,CEMENTO SUR,2024-10-31,20260405_232605,erp_odoo
Geomalla,315.36,683.39,m3,CEMENTO SUR,2024-04-03,20260405_232605,erp_odoo
Asfalto RC-250,4860.81,499.54,m3,EXSA,2024-12-11,20260405_232605,erp_odoo
Tubería HDPE,3610.51,790.23,ml,CONCREMAX,2024-11-01,20260405_232605,erp_odoo
Emulsión,1657.3,400.86,ton,CONCREMAX,2024-02-26,20260405_232605,erp_odoo
Asfalto RC-250,1389.63,93.96,ton,CEMENTO SUR,2024-11-05,20260405_232605,erp_odoo
Asfalto RC-250,817.11,722.76,ml,EXSA,2024-11-24,20260405_232605,erp_odoo
Cemento,4614.76,521.29,ml,CEMENTO SUR,2024-12-31,20260405_232605,erp_odoo
Cemento,3005.97,412.11,m2,YURA,2024-03-09,20260405_232605,erp_odoo
Cemento,,329.86,und,FIRTH,2024-07-05,20260405_232605,erp_odoo
Piedra 3/4,1792.45,140.75,ton,CONCREMAX,2024-08-01,20260405_232605,erp_odoo
Piedra 3/4,1642.99,263.46,m2,UNACEM,2024-11-27,20260405_232605,erp_odoo
Geomalla,834.86,710.96,m2,YURA,2024-01-17,20260405_232605,erp_odoo
Geomalla,81.59,770.64,,UNACEM,2024-10-14,20260405_232605,erp_odoo
Tubería HDPE,151.19,749.92,,YURA,2024-12-25,20260405_232605,erp_odoo
Cemento,4808.09,66.76,und,CONCREMAX,2024-09-13,20260405_232605,erp_odoo
Tubería HDPE,3539.22,519.08,ton,UNACEM,2024-03-18,20260405_232605,erp_odoo
Piedra 3/4,4388.34,259.69,ml,UNACEM,2024-01-24,20260405_232605,erp_odoo
Asfalto RC-250,690.41,120.9,ml,EXSA,2024-10-15,20260405_232605,erp_odoo
Emulsión,1069.89,221.07,und,UNACEM,2024-12-17,20260405_232605,erp_odoo
Acero Corrugado,,424.89,,CEMENTO SUR,2024-11-03,20260405_232605,erp_odoo
Emulsión,4424.11,617.2,m3,FIRTH,2024-04-12,20260405_232605,erp_odoo
Cemento,4417.9,791.86,und,EXSA,2024-09-02,20260405_232605,erp_odoo
Arena Gruesa,3386.84,509.99,,CONCREMAX,2024-09-29,20260405_232605,erp_odoo
Piedra 3/4,3877.08,439.54,ton,YURA,2024-11-14,20260405_232605,erp_odoo
Emulsión,4797.72,675.73,und,CEMENTO SUR,2024-04-20,20260405_232605,erp_odoo
Arena Gruesa,,188.45,ml,FIRTH,2024-05-02,20260405_232605,erp_odoo
Asfalto RC-250,924.8,752.76,und,YURA,2024-10-25,20260405_232605,erp_odoo
Geomalla,4081.43,114.26,m3,EXSA,2024-04-27,20260405_232605,erp_odoo
Geomalla,3396.51,621.03,,EXSA,2024-10-15,20260405_232605,erp_odoo
Arena Gruesa,4134.22,142.02,und,CONCREMAX,2024-10-05,20260405_232605,erp_odoo
Emulsión,1942.76,456.51,m3,FIRTH,2024-04-02,20260405_232605,erp_odoo
Asfalto RC-250,2589.35,447.37,m2,CEMENTO SUR,2024-07-31,20260405_232605,erp_odoo
Arena Gruesa,4215.73,485.66,m2,CEMENTO SUR,2024-05-12,20260405_232605,erp_odoo
Arena Gruesa,4011.39,97.26,m3,FIRTH,2024-05-03,20260405_232605,erp_odoo
Asfalto RC-250,4006.31,471.13,ml,CONCREMAX,2024-08-16,20260405_232605,erp_odoo
Emulsión,3243.96,705.73,,EXSA,2024-01-14,20260405_232605,erp_odoo
Tubería HDPE,365.92,602.01,ton,CONCREMAX,2024-12-30,20260405_232605,erp_odoo
Asfalto RC-250,2084.49,302.7,und,FIRTH,2024-12-01,20260405_232605,erp_odoo
Acero Corrugado,2316.48,712.06,ml,UNACEM,2024-12-15,20260405_232605,erp_odoo
Arena Gruesa,1807.32,286.54,,UNACEM,2024-09-28,20260405_232605,erp_odoo
Piedra 3/4,2197.93,223.39,m2,UNACEM,2024-03-15,20260405_232605,erp_odoo
Arena Gruesa,4868.33,324.51,m3,CONCREMAX,2024-06-17,20260405_232605,erp_odoo
Emulsión,,86.7,und,CONCREMAX,2024-03-03,20260405_232605,erp_odoo
Tubería HDPE,3409.62,192.33,m3,UNACEM,2024-09-02,20260405_232605,erp_odoo
Geomalla,592.41,429.63,ton,EXSA,2024-04-10,20260405_232605,erp_odoo
Piedra 3/4,2369.48,530.48,ml,EXSA,2024-06-15,20260405_232605,erp_odoo
Tubería HDPE,155.67,249.77,m3,CONCREMAX,2024-11-21,20260405_232605,erp_odoo
Tubería HDPE,780.38,141.79,,CONCREMAX,2024-12-10,20260405_232605,erp_odoo
Piedra 3/4,4043.54,453.99,,UNACEM,2024-07-25,20260405_232605,erp_odoo
Emulsión,3072.12,607.77,ml,YURA,2024-09-11,20260405_232605,erp_odoo
Cemento,1508.6,475.09,und,YURA,2024-08-08,20260405_232605,erp_odoo
Emulsión,435.26,16.34,,FIRTH,2024-06-11,20260405_232605,erp_odoo
Tubería HDPE,2316.03,520.39,und,EXSA,2024-12-10,20260405_232605,erp_odoo
Arena Gruesa,4335.79,377.25,ton,EXSA,2024-10-08,20260405_232605,erp_odoo
Emulsión,3764.4,130.56,und,FIRTH,2024-09-21,20260405_232605,erp_odoo
Tubería HDPE,3751.26,547.48,m2,CEMENTO SUR,2024-06-23,20260405_232605,erp_odoo
Tubería HDPE,1770.41,395.86,,EXSA,2024-04-22,20260405_232605,erp_odoo
Acero Corrugado,4273.86,277.21,m2,YURA,2024-06-08,20260405_232605,erp_odoo
Piedra 3/4,1678.39,90.96,ml,CONCREMAX,2024-07-16,20260405_232605,erp_odoo
Tubería HDPE,4175.85,672.27,m3,EXSA,2024-08-05,20260405_232605,erp_odoo
Cemento,1517.83,201.03,m2,CONCREMAX,2024-10-30,20260405_232605,erp_odoo
Emulsión,4849.71,72.98,,CONCREMAX,2024-03-28,20260405_232605,erp_odoo
Piedra 3/4,2202.75,450.28,m2,CONCREMAX,2024-10-21,20260405_232605,erp_odoo
Geomalla,2302.73,690.08,ton,YURA,2024-04-18,20260405_232605,erp_odoo
Acero Corrugado,1198.57,358.75,ml,EXSA,2024-07-21,20260405_232605,erp_odoo
Piedra 3/4,2351.21,390.15,und,CEMENTO SUR,2024-03-30,20260405_232605,erp_odoo
Piedra 3/4,3207.79,444.11,ml,YURA,2024-04-04,20260405_232605,erp_odoo
Piedra 3/4,1440.22,43.98,ton,YURA,2024-11-20,20260405_232605,erp_odoo
Tubería HDPE,490.41,217.43,ton,CONCREMAX,2024-05-02,20260405_232605,erp_odoo
Piedra 3/4,374.9,619.05,ml,CEMENTO SUR,2024-12-01,20260405_232605,erp_odoo
Tubería HDPE,2363.21,563.45,m3,CEMENTO SUR,2024-02-29,20260405_232605,erp_odoo
Asfalto RC-250,2903.78,207.3,,YURA,2024-08-11,20260405_232605,erp_odoo
Emulsión,3167.64,533.79,und,UNACEM,2024-01-06,20260405_232605,erp_odoo
Geomalla,987.09,36.44,und,UNACEM,2024-05-06,20260405_232605,erp_odoo
Asfalto RC-250,4451.48,636.29,ml,YURA,2024-10-03,20260405_232605,erp_odoo
Tubería HDPE,3010.39,646.95,m2,CONCREMAX,2024-10-01,20260405_232605,erp_odoo
Asfalto RC-250,1097.86,788.01,und,UNACEM,2024-08-28,20260405_232605,erp_odoo
Arena Gruesa,224.98,116.66,und,CONCREMAX,2024-03-21,20260405_232605,erp_odoo
Acero Corrugado,1917.43,459.31,m3,CEMENTO SUR,2024-03-30,20260405_232605,erp_odoo
Cemento,1933.59,682.39,,CEMENTO SUR,2024-11-17,20260405_232605,erp_odoo
Arena Gruesa,3692.47,596.63,m2,CEMENTO SUR,2024-12-25,20260405_232605,erp_odoo
Cemento,1389.22,641.79,und,CEMENTO SUR,2024-09-18,20260405_232605,erp_odoo
Acero Corrugado,1704.94,454.62,ton,CEMENTO SUR,2024-05-16,20260405_232605,erp_odoo
Acero Corrugado,324.11,317.12,m3,UNACEM,2024-05-30,20260405_232605,erp_odoo
Cemento,1931.4,694.84,,CEMENTO SUR,2024-06-02,20260405_232605,erp_odoo
Tubería HDPE,,516.47,,CEMENTO SUR,2024-10-30,20260405_232605,erp_odoo
Piedra 3/4,1490.86,114.14,m3,UNACEM,2024-01-09,20260405_232605,erp_odoo
Piedra 3/4,513.53,739.07,und,YURA,2024-08-18,20260405_232605,erp_odoo
Asfalto RC-250,2127.12,122.42,ml,EXSA,2024-05-15,20260405_232605,erp_odoo
Asfalto RC-250,1375.51,278.06,ton,EXSA,2024-11-10,20260405_232605,erp_odoo
Piedra 3/4,4385.52,338.41,m2,YURA,2024-03-15,20260405_232605,erp_odoo
Acero Corrugado,2868.36,201.29,ml,UNACEM,2024-03-11,20260405_232605,erp_odoo
Emulsión,973.06,365.39,m2,UNACEM,2024-07-25,20260405_232605,erp_odoo
Piedra 3/4,4593.16,242.77,ml,CONCREMAX,2024-10-21,20260405_232605,erp_odoo
Cemento,175.12,262.29,ml,YURA,2024-03-17,20260405_232605,erp_odoo
Emulsión,1057.02,556.83,m2,CEMENTO SUR,2024-04-17,20260405_232605,erp_odoo
Tubería HDPE,,209.66,ton,EXSA,2024-04-13,20260405_232605,erp_odoo
Piedra 3/4,640.5,327.37,ton,EXSA,2024-12-31,20260405_232605,erp_odoo
Asfalto RC-250,4479.0,188.04,und,UNACEM,2024-11-27,20260405_232605,erp_odoo
Tubería HDPE,836.39,197.72,,EXSA,2024-02-03,20260405_232605,erp_odoo
Acero Corrugado,3855.81,510.46,und,CEMENTO SUR,2024-05-09,20260405_232605,erp_odoo
Geomalla,4180.5,608.99,und,CEMENTO SUR,2024-09-17,20260405_232605,erp_odoo
Emulsión,4227.85,362.27,m3,CEMENTO SUR,2024-05-06,20260405_232605,erp_odoo
Acero Corrugado,3955.45,499.97,m2,CEMENTO SUR,2024-06-25,20260405_232605,erp_odoo
Geomalla,3752.31,167.66,m3,EXSA,2024-06-03,20260405_232605,erp_odoo
Asfalto RC-250,349.67,603.55,m3,CONCREMAX,2024-02-20,20260405_232605,erp_odoo
Acero Corrugado,487.6,481.69,,CEMENTO SUR,2024-09-27,20260405_232605,erp_odoo
Acero Corrugado,4215.37,493.99,ton,UNACEM,2024-03-25,20260405_232605,erp_odoo
Cemento,3902.55,53.52,m3,CONCREMAX,2024-01-14,20260405_232605,erp_odoo
Arena Gruesa,3254.36,429.28,ml,UNACEM,2024-01-16,20260405_232605,erp_odoo
Arena Gruesa,3690.67,42.66,und,CONCREMAX,2024-05-18,20260405_232605,erp_odoo
Geomalla,17.77,551.17,,CONCREMAX,2024-12-07,20260405_232605,erp_odoo
Piedra 3/4,1785.46,374.84,ml,YURA,2024-10-24,20260405_232605,erp_odoo
Tubería HDPE,3758.21,345.16,m3,FIRTH,2024-11-24,20260405_232605,erp_odoo
Piedra 3/4,1008.96,314.51,m3,YURA,2024-03-26,20260405_232605,erp_odoo
Geomalla,1394.56,560.79,ml,YURA,2024-01-29,20260405_232605,erp_odoo
Geomalla,691.95,694.44,ml,EXSA,2024-11-18,20260405_232605,erp_odoo
Arena Gruesa,2086.36,56.61,ton,EXSA,2024-08-23,20260405_232605,erp_odoo
Geomalla,2226.52,293.51,ml,CEMENTO SUR,2024-02-09,20260405_232605,erp_odoo
Emulsión,4900.44,314.57,m2,EXSA,2024-06-11,20260405_232605,erp_odoo
Acero Corrugado,2572.54,487.78,,YURA,2024-06-12,20260405_232605,erp_odoo
Tubería HDPE,2453.88,494.24,,YURA,2024-07-29,20260405_232605,erp_odoo
Piedra 3/4,2720.62,668.56,,UNACEM,2024-08-20,20260405_232605,erp_odoo
Asfalto RC-250,1334.96,420.22,und,UNACEM,2024-05-13,20260405_232605,erp_odoo
Arena Gruesa,4606.84,131.22,und,CONCREMAX,2024-09-08,20260405_232605,erp_odoo
Tubería HDPE,536.75,490.32,ml,UNACEM,2024-12-16,20260405_232605,erp_odoo
Geomalla,4206.07,619.48,ml,YURA,2024-09-20,20260405_232605,erp_odoo
Tubería HDPE,1465.71,78.99,m2,YURA,2024-11-28,20260405_232605,erp_odoo
Arena Gruesa,1855.32,30.13,,YURA,2024-11-03,20260405_232605,erp_odoo
Asfalto RC-250,931.57,149.95,ml,FIRTH,2024-10-17,20260405_232605,erp_odoo
Acero Corrugado,2064.11,260.52,ml,CONCREMAX,2024-09-30,20260405_232605,erp_odoo
Asfalto RC-250,4711.56,406.75,m2,CONCREMAX,2024-08-29,20260405_232605,erp_odoo
Piedra 3/4,3454.36,781.14,ton,EXSA,2024-03-24,20260405_232605,erp_odoo
Piedra 3/4,872.76,774.94,ton,CONCREMAX,2024-11-16,20260405_232605,erp_odoo
Tubería HDPE,2639.86,564.4,m3,CEMENTO SUR,2024-05-25,20260405_232605,erp_odoo
Arena Gruesa,1981.22,278.4,ton,FIRTH,2024-06-19,20260405_232605,erp_odoo
