tipo_falla,severidad,tiempo_parada_hrs,costo_reparacion,equipo_id,id_proyecto,fecha,_ingested_at,_source
Accidente,Media,9.1,30412.81,EQ-0837,PRY-0239,2024-02-21,20260405_211439,sistema_hsec
Falla eléctrica,Crítica,2.5,12147.12,EQ-1055,PRY-0409,2024-03-13,20260405_211439,sistema_hsec
Falla mecánica,Alta,2.9,24177.04,EQ-1439,PRY-0234,2024-04-14,20260405_211439,sistema_hsec
Falla mecánica,Media,8.7,738.89,EQ-1254,PRY-0140,2024-03-17,20260405_211439,sistema_hsec
Falla eléctrica,Crítica,10.5,54097.76,EQ-1512,PRY-0281,2024-09-12,20260405_211439,sistema_hsec
Rotura tubería,Alta,0.5,44978.06,EQ-1168,PRY-0420,2024-03-06,20260405_211439,sistema_hsec
Falla software,Media,26.1,11031.76,EQ-1862,PRY-0185,2024-12-19,20260405_211439,sistema_hsec
Falla eléctrica,Baja,19.9,4265.33,EQ-0224,PRY-0360,2024-09-18,20260405_211439,sistema_hsec
Lluvia,Media,-5.0,34012.82,EQ-1010,PRY-0375,2024-02-23,20260405_211439,sistema_hsec
Deslizamiento,Media,1.8,3763.86,EQ-0125,PRY-0035,2024-10-28,20260405_211439,sistema_hsec
Lluvia,Baja,6.0,45755.45,EQ-1358,PRY-0136,2024-10-25,20260405_211439,sistema_hsec
Deslizamiento,Media,1.3,19181.53,EQ-1496,PRY-0282,2024-08-02,20260405_211439,sistema_hsec
Falla mecánica,critica,7.1,16548.86,EQ-1301,PRY-0360,2024-11-10,20260405_211439,sistema_hsec
Lluvia,Alta,6.1,53167.02,EQ-0112,PRY-0274,2024-07-17,20260405_211439,sistema_hsec
Lluvia,Alta,1.2,9451.6,EQ-0950,PRY-0112,2024-10-12,20260405_211439,sistema_hsec
Rotura tubería,BAJA,0.2,33738.7,EQ-1363,PRY-0332,2024-06-23,20260405_211439,sistema_hsec
Deslizamiento,Media,16.6,33825.42,EQ-0516,PRY-0016,2024-10-27,20260405_211439,sistema_hsec
Falla eléctrica,Baja,5.2,4223.07,EQ-0524,PRY-0414,2024-01-29,20260405_211439,sistema_hsec
Falla software,Media,1.1,49630.11,EQ-0308,PRY-0295,2024-03-11,20260405_211439,sistema_hsec
Lluvia,critica,2.0,15516.39,EQ-0774,PRY-0289,2024-11-11,20260405_211439,sistema_hsec
Falla mecánica,Alta,0.5,53987.02,EQ-1804,PRY-0037,2024-05-21,20260405_211439,sistema_hsec
Accidente,Alta,2.6,30706.13,EQ-0655,PRY-0166,2024-01-04,20260405_211439,sistema_hsec
Accidente,Baja,6.7,35185.82,EQ-0206,PRY-0338,2024-07-08,20260405_211439,sistema_hsec
Rotura tubería,Alta,1.5,43475.88,EQ-0616,PRY-0490,2024-12-28,20260405_211439,sistema_hsec
Lluvia,Media,15.1,52422.54,EQ-1649,PRY-0492,2024-04-01,20260405_211439,sistema_hsec
Falla eléctrica,BAJA,0.7,3272.54,EQ-1027,PRY-0097,2024-02-16,20260405_211439,sistema_hsec
Falla eléctrica,Baja,9.2,49260.01,EQ-1548,PRY-0472,2024-02-02,20260405_211439,sistema_hsec
Falla eléctrica,Media,1.9,46065.72,EQ-0618,PRY-0039,2024-04-14,20260405_211439,sistema_hsec
Falla software,Alta,27.5,11555.02,EQ-1682,PRY-0450,2024-12-19,20260405_211439,sistema_hsec
Falla mecánica,Alta,3.4,34724.32,EQ-0725,PRY-0416,2024-06-20,20260405_211439,sistema_hsec
Accidente,Media,0.5,3506.17,EQ-0669,PRY-0123,2024-10-05,20260405_211439,sistema_hsec
Lluvia,Baja,16.3,53867.96,EQ-0384,PRY-0105,2024-09-16,20260405_211439,sistema_hsec
Falla mecánica,critica,20.8,50180.96,EQ-1435,PRY-0025,2024-09-27,20260405_211439,sistema_hsec
Falla mecánica,BAJA,13.2,29803.05,EQ-0752,PRY-0251,2024-01-05,20260405_211439,sistema_hsec
Falla eléctrica,Alta,16.6,50762.71,EQ-1790,PRY-0201,2024-09-20,20260405_211439,sistema_hsec
Falla software,Baja,9.3,9240.38,EQ-1633,PRY-0237,2024-10-07,20260405_211439,sistema_hsec
Deslizamiento,Crítica,2.4,3290.56,EQ-1679,PRY-0326,2024-10-15,20260405_211439,sistema_hsec
Falla software,BAJA,0.0,20264.26,EQ-0782,PRY-0415,2024-11-16,20260405_211439,sistema_hsec
Falla mecánica,Baja,3.0,3559.86,EQ-0043,PRY-0448,2024-01-07,20260405_211439,sistema_hsec
Falla software,Baja,3.3,20450.52,EQ-1665,PRY-0327,2024-05-02,20260405_211439,sistema_hsec
Accidente,Alta,1.4,22217.59,EQ-0761,PRY-0263,2024-09-20,20260405_211439,sistema_hsec
Lluvia,Media,18.3,25064.05,EQ-1062,PRY-0214,2024-05-04,20260405_211439,sistema_hsec
Rotura tubería,Alta,1.5,11328.39,EQ-1380,PRY-0273,2024-04-10,20260405_211439,sistema_hsec
Falla eléctrica,Baja,1.2,33844.83,EQ-0383,PRY-0103,2024-06-16,20260405_211439,sistema_hsec
Falla mecánica,Baja,0.8,42126.58,EQ-1019,PRY-0100,2024-08-28,20260405_211439,sistema_hsec
Accidente,Alta,10.9,42722.27,EQ-1638,PRY-0229,2024-10-24,20260405_211439,sistema_hsec
Rotura tubería,Baja,10.2,23259.36,EQ-1678,PRY-0300,2024-02-10,20260405_211439,sistema_hsec
Deslizamiento,Media,2.8,29197.91,EQ-0223,PRY-0478,2024-09-12,20260405_211439,sistema_hsec
Lluvia,Media,1.7,31174.76,EQ-0096,PRY-0263,2024-10-16,20260405_211439,sistema_hsec
Rotura tubería,Baja,9.3,8880.34,EQ-1917,PRY-0083,2024-03-03,20260405_211439,sistema_hsec
Falla mecánica,Baja,4.6,24629.59,EQ-0740,PRY-0409,2024-05-07,20260405_211439,sistema_hsec
Falla software,Crítica,2.3,27818.99,EQ-1425,PRY-0137,2024-04-17,20260405_211439,sistema_hsec
Deslizamiento,Media,3.5,30686.24,EQ-1247,PRY-0425,2024-07-15,20260405_211439,sistema_hsec
Lluvia,Baja,32.8,47991.19,EQ-0814,PRY-0331,2024-08-20,20260405_211439,sistema_hsec
Accidente,Media,-5.0,25837.39,EQ-0297,PRY-0418,2024-04-16,20260405_211439,sistema_hsec
Lluvia,Baja,9.5,21041.93,EQ-1999,PRY-0481,2024-04-15,20260405_211439,sistema_hsec
Lluvia,critica,7.7,13061.56,EQ-1531,PRY-0343,2024-11-19,20260405_211439,sistema_hsec
Accidente,Media,2.0,32137.97,EQ-0611,PRY-0468,2024-10-08,20260405_211439,sistema_hsec
Deslizamiento,Baja,15.0,27067.49,EQ-0545,PRY-0349,2024-05-21,20260405_211439,sistema_hsec
Falla software,Alta,5.8,11582.67,EQ-0163,PRY-0264,2024-02-02,20260405_211439,sistema_hsec
Lluvia,Alta,28.5,43771.81,EQ-1232,PRY-0170,2024-04-23,20260405_211439,sistema_hsec
Rotura tubería,Crítica,7.8,4581.92,EQ-1841,PRY-0366,2024-08-07,20260405_211439,sistema_hsec
Lluvia,Crítica,1.8,3650.37,EQ-0003,PRY-0387,2024-06-20,20260405_211439,sistema_hsec
Falla eléctrica,Media,6.6,11246.0,EQ-1651,PRY-0332,2024-04-02,20260405_211439,sistema_hsec
Deslizamiento,Alta,2.1,48904.25,EQ-1851,PRY-0165,2024-08-20,20260405_211439,sistema_hsec
Falla software,Baja,14.7,51837.55,EQ-1843,PRY-0375,2024-07-30,20260405_211439,sistema_hsec
Falla mecánica,Media,2.8,6637.24,EQ-0943,PRY-0245,2024-10-24,20260405_211439,sistema_hsec
Lluvia,Alta,1.0,29501.88,EQ-1825,PRY-0332,2024-10-24,20260405_211439,sistema_hsec
Falla eléctrica,Baja,5.2,24878.78,EQ-1811,PRY-0412,2024-06-06,20260405_211439,sistema_hsec
Lluvia,Baja,3.4,50589.1,EQ-0944,PRY-0462,2024-07-04,20260405_211439,sistema_hsec
Accidente,Crítica,17.5,33307.86,EQ-0122,PRY-0269,2024-08-06,20260405_211439,sistema_hsec
Falla eléctrica,Media,4.7,31733.4,EQ-0498,PRY-0104,2024-06-19,20260405_211439,sistema_hsec
Accidente,critica,10.2,5920.12,EQ-0808,PRY-0103,2024-12-02,20260405_211439,sistema_hsec
Falla mecánica,critica,2.3,44247.54,EQ-0790,PRY-0341,2024-02-07,20260405_211439,sistema_hsec
Accidente,critica,13.1,29935.26,EQ-0526,PRY-0196,2024-01-14,20260405_211439,sistema_hsec
Deslizamiento,Baja,13.7,19470.17,EQ-0649,PRY-0158,2024-11-06,20260405_211439,sistema_hsec
Deslizamiento,BAJA,35.2,35429.41,EQ-0256,PRY-0206,2024-08-24,20260405_211439,sistema_hsec
Falla software,Alta,13.4,53212.98,EQ-0202,PRY-0427,2024-03-21,20260405_211439,sistema_hsec
Lluvia,Media,2.0,22499.38,EQ-0477,PRY-0457,2024-03-09,20260405_211439,sistema_hsec
Falla software,Baja,3.3,41048.35,EQ-1071,PRY-0446,2024-08-16,20260405_211439,sistema_hsec
Rotura tubería,Media,4.2,38471.81,EQ-0445,PRY-0444,2024-10-08,20260405_211439,sistema_hsec
Rotura tubería,Crítica,2.8,47765.61,EQ-0912,PRY-0475,2024-10-20,20260405_211439,sistema_hsec
Falla mecánica,Media,27.7,24620.39,EQ-0299,PRY-0173,2024-02-10,20260405_211439,sistema_hsec
Falla software,critica,23.5,36188.65,EQ-1395,PRY-0176,2024-07-21,20260405_211439,sistema_hsec
Falla mecánica,Baja,15.2,25982.28,EQ-0325,PRY-0368,2024-04-19,20260405_211439,sistema_hsec
Falla software,Media,4.7,16071.55,EQ-0327,PRY-0014,2024-09-16,20260405_211439,sistema_hsec
Deslizamiento,Crítica,27.1,43808.46,EQ-0177,PRY-0407,2024-03-14,20260405_211439,sistema_hsec
Falla eléctrica,Alta,1.7,48672.1,EQ-1838,PRY-0415,2024-07-03,20260405_211439,sistema_hsec
Accidente,BAJA,34.7,20137.58,EQ-1918,PRY-0415,2024-09-26,20260405_211439,sistema_hsec
Falla eléctrica,Media,8.8,4416.33,EQ-0466,PRY-0468,2024-07-16,20260405_211439,sistema_hsec
Lluvia,Alta,6.4,44702.8,EQ-1463,PRY-0389,2024-09-22,20260405_211439,sistema_hsec
Falla software,Media,3.4,5206.05,EQ-1599,PRY-0328,2024-04-26,20260405_211439,sistema_hsec
Rotura tubería,Alta,0.6,21479.41,EQ-0367,PRY-0161,2024-04-03,20260405_211439,sistema_hsec
Lluvia,Baja,39.2,45479.07,EQ-1915,PRY-0299,2024-09-14,20260405_211439,sistema_hsec
Lluvia,Media,3.7,27285.29,EQ-1023,PRY-0218,2024-08-27,20260405_211439,sistema_hsec
Falla eléctrica,Baja,3.0,44536.04,EQ-1338,PRY-0031,2024-12-20,20260405_211439,sistema_hsec
Falla eléctrica,Baja,7.1,41527.77,EQ-0365,PRY-0470,2024-01-17,20260405_211439,sistema_hsec
Deslizamiento,BAJA,4.1,15037.84,EQ-0740,PRY-0430,2024-01-30,20260405_211439,sistema_hsec
Deslizamiento,Crítica,-5.0,49383.18,EQ-1756,PRY-0344,2024-08-01,20260405_211439,sistema_hsec
Falla eléctrica,Crítica,5.5,7747.21,EQ-0678,PRY-0034,2024-07-28,20260405_211439,sistema_hsec
Falla eléctrica,Alta,12.3,43264.85,EQ-0690,PRY-0122,2024-05-02,20260405_211439,sistema_hsec
Rotura tubería,Baja,5.0,28111.91,EQ-0547,PRY-0260,2024-10-10,20260405_211439,sistema_hsec
Accidente,Media,14.5,42973.94,EQ-1726,PRY-0315,2024-11-08,20260405_211439,sistema_hsec
Deslizamiento,BAJA,6.7,32640.37,EQ-1805,PRY-0073,2024-03-08,20260405_211439,sistema_hsec
Falla eléctrica,Media,6.5,22639.16,EQ-1247,PRY-0261,2024-11-12,20260405_211439,sistema_hsec
Falla software,Baja,7.9,44684.97,EQ-1683,PRY-0282,2024-09-24,20260405_211439,sistema_hsec
Falla mecánica,Crítica,19.0,52109.32,EQ-1577,PRY-0235,2024-05-03,20260405_211439,sistema_hsec
Accidente,BAJA,11.3,24603.13,EQ-0535,PRY-0133,2024-12-16,20260405_211439,sistema_hsec
Accidente,Media,0.6,26986.78,EQ-1766,PRY-0429,2024-07-13,20260405_211439,sistema_hsec
Falla eléctrica,BAJA,27.4,40105.83,EQ-0462,PRY-0313,2024-10-05,20260405_211439,sistema_hsec
Falla mecánica,Media,7.4,19357.17,EQ-0318,PRY-0493,2024-08-30,20260405_211439,sistema_hsec
Falla eléctrica,BAJA,3.2,28360.52,EQ-1665,PRY-0410,2024-11-13,20260405_211439,sistema_hsec
Deslizamiento,Baja,14.1,41374.29,EQ-1917,PRY-0007,2024-05-07,20260405_211439,sistema_hsec
Accidente,Media,2.2,14942.24,EQ-1990,PRY-0135,2024-12-27,20260405_211439,sistema_hsec
Accidente,Alta,0.8,25885.59,EQ-1325,PRY-0274,2024-07-07,20260405_211439,sistema_hsec
Deslizamiento,Alta,0.5,16939.54,EQ-0426,PRY-0410,2024-06-23,20260405_211439,sistema_hsec
Falla mecánica,critica,7.9,44894.4,EQ-1387,PRY-0171,2024-04-06,20260405_211439,sistema_hsec
Falla mecánica,BAJA,0.4,39026.17,EQ-0590,PRY-0105,2024-04-01,20260405_211439,sistema_hsec
Deslizamiento,Baja,1.3,19205.45,EQ-0588,PRY-0102,2024-04-28,20260405_211439,sistema_hsec
Falla mecánica,BAJA,17.2,28921.55,EQ-1578,PRY-0413,2024-04-22,20260405_211439,sistema_hsec
Accidente,Crítica,6.7,51409.62,EQ-0356,PRY-0212,2024-11-21,20260405_211439,sistema_hsec
Accidente,critica,19.5,34588.6,EQ-1207,PRY-0310,2024-01-24,20260405_211439,sistema_hsec
Rotura tubería,Alta,3.9,53384.24,EQ-0382,PRY-0224,2024-04-02,20260405_211439,sistema_hsec
Lluvia,BAJA,2.0,40250.83,EQ-0423,PRY-0497,2024-11-11,20260405_211439,sistema_hsec
Falla eléctrica,Media,12.2,22277.71,EQ-0353,PRY-0022,2024-04-18,20260405_211439,sistema_hsec
Accidente,BAJA,9.4,23624.47,EQ-1736,PRY-0268,2024-11-20,20260405_211439,sistema_hsec
Falla eléctrica,Alta,5.6,31061.49,EQ-0706,PRY-0130,2024-06-23,20260405_211439,sistema_hsec
Falla mecánica,Alta,0.1,45824.17,EQ-0607,PRY-0145,2024-02-19,20260405_211439,sistema_hsec
Accidente,Baja,19.1,45664.45,EQ-0345,PRY-0169,2024-08-20,20260405_211439,sistema_hsec
Lluvia,critica,6.9,15402.15,EQ-0997,PRY-0493,2024-11-04,20260405_211439,sistema_hsec
Lluvia,Baja,1.7,53983.18,EQ-0949,PRY-0405,2024-11-05,20260405_211439,sistema_hsec
Lluvia,BAJA,0.7,31074.94,EQ-0530,PRY-0175,2024-02-12,20260405_211439,sistema_hsec
Lluvia,BAJA,1.9,7779.19,EQ-0410,PRY-0009,2024-07-06,20260405_211439,sistema_hsec
Falla software,Media,19.6,14829.95,EQ-1674,PRY-0385,2024-01-06,20260405_211439,sistema_hsec
Lluvia,Alta,19.7,26580.97,EQ-0505,PRY-0442,2024-03-21,20260405_211439,sistema_hsec
Deslizamiento,Baja,1.6,23788.75,EQ-1646,PRY-0128,2024-10-08,20260405_211439,sistema_hsec
Falla eléctrica,BAJA,2.6,7122.97,EQ-1812,PRY-0096,2024-01-24,20260405_211439,sistema_hsec
Rotura tubería,Alta,3.3,54009.68,EQ-1709,PRY-0267,2024-02-20,20260405_211439,sistema_hsec
Falla eléctrica,critica,0.9,47306.54,EQ-0615,PRY-0206,2024-06-26,20260405_211439,sistema_hsec
Accidente,BAJA,6.1,40350.6,EQ-1547,PRY-0419,2024-01-19,20260405_211439,sistema_hsec
Lluvia,Baja,0.3,9357.0,EQ-1366,PRY-0482,2024-08-10,20260405_211439,sistema_hsec
Rotura tubería,Baja,2.3,20773.49,EQ-0274,PRY-0429,2024-04-30,20260405_211439,sistema_hsec
Deslizamiento,Crítica,1.5,28392.15,EQ-1506,PRY-0292,2024-03-26,20260405_211439,sistema_hsec
Falla eléctrica,Baja,10.1,38039.98,EQ-1371,PRY-0100,2024-02-09,20260405_211439,sistema_hsec
Rotura tubería,Media,3.0,41240.65,EQ-1208,PRY-0093,2024-03-31,20260405_211439,sistema_hsec
Lluvia,Media,9.7,13744.98,EQ-0088,PRY-0241,2024-05-30,20260405_211439,sistema_hsec
Falla mecánica,Alta,12.8,30104.64,EQ-1411,PRY-0022,2024-12-15,20260405_211439,sistema_hsec
Lluvia,Baja,10.5,35983.82,EQ-0263,PRY-0455,2024-10-03,20260405_211439,sistema_hsec
Accidente,critica,3.4,17462.22,EQ-1752,PRY-0306,2024-12-20,20260405_211439,sistema_hsec
Lluvia,Media,12.8,54925.21,EQ-1548,PRY-0371,2024-08-17,20260405_211439,sistema_hsec
Falla eléctrica,Baja,0.1,20136.62,EQ-1244,PRY-0203,2024-09-02,20260405_211439,sistema_hsec
Rotura tubería,Alta,9.7,22899.02,EQ-1217,PRY-0415,2024-05-27,20260405_211439,sistema_hsec
Accidente,Baja,6.5,24212.25,EQ-0030,PRY-0006,2024-06-09,20260405_211439,sistema_hsec
Deslizamiento,Media,24.1,43854.79,EQ-1302,PRY-0478,2024-04-07,20260405_211439,sistema_hsec
Lluvia,BAJA,8.0,31709.31,EQ-0053,PRY-0037,2024-03-28,20260405_211439,sistema_hsec
Falla eléctrica,BAJA,1.2,33321.27,EQ-1756,PRY-0307,2024-04-23,20260405_211439,sistema_hsec
Accidente,Baja,2.7,39860.9,EQ-0354,PRY-0223,2024-05-21,20260405_211439,sistema_hsec
Falla software,BAJA,2.5,3236.86,EQ-1632,PRY-0159,2024-06-28,20260405_211439,sistema_hsec
Lluvia,BAJA,2.9,44288.58,EQ-1223,PRY-0456,2024-11-07,20260405_211439,sistema_hsec
Rotura tubería,Media,51.5,48577.6,EQ-1195,PRY-0176,2024-04-15,20260405_211439,sistema_hsec
Falla software,BAJA,1.7,15079.23,EQ-1341,PRY-0291,2024-05-17,20260405_211439,sistema_hsec
Lluvia,Alta,12.1,23915.97,EQ-0415,PRY-0080,2024-01-28,20260405_211439,sistema_hsec
Rotura tubería,Media,3.8,1724.6,EQ-0009,PRY-0386,2024-08-25,20260405_211439,sistema_hsec
Falla eléctrica,Media,28.3,19455.62,EQ-1850,PRY-0161,2024-12-23,20260405_211439,sistema_hsec
Deslizamiento,Baja,16.5,12325.38,EQ-1172,PRY-0468,2024-12-16,20260405_211439,sistema_hsec
Falla software,BAJA,13.7,18536.31,EQ-1860,PRY-0447,2024-09-22,20260405_211439,sistema_hsec
Falla mecánica,Media,7.9,46825.34,EQ-0382,PRY-0272,2024-09-28,20260405_211439,sistema_hsec
Rotura tubería,Crítica,2.2,5736.78,EQ-1409,PRY-0324,2024-05-19,20260405_211439,sistema_hsec
Deslizamiento,Media,0.5,51588.68,EQ-0259,PRY-0500,2024-03-10,20260405_211439,sistema_hsec
Deslizamiento,Alta,0.8,22152.76,EQ-1771,PRY-0320,2024-08-12,20260405_211439,sistema_hsec
Falla software,Baja,10.3,38157.5,EQ-1384,PRY-0261,2024-08-03,20260405_211439,sistema_hsec
Falla software,Media,11.7,42649.1,EQ-0758,PRY-0466,2024-08-08,20260405_211439,sistema_hsec
Accidente,Baja,3.6,48833.25,EQ-0075,PRY-0136,2024-08-29,20260405_211439,sistema_hsec
Falla eléctrica,Baja,1.4,13614.59,EQ-0110,PRY-0193,2024-01-08,20260405_211439,sistema_hsec
Accidente,Baja,13.8,21834.01,EQ-0436,PRY-0141,2024-04-13,20260405_211439,sistema_hsec
Deslizamiento,Media,13.8,27798.88,EQ-1245,PRY-0249,2024-09-17,20260405_211439,sistema_hsec
Falla software,Crítica,3.8,50759.7,EQ-0635,PRY-0155,2024-01-08,20260405_211439,sistema_hsec
Accidente,BAJA,35.3,10741.26,EQ-1085,PRY-0047,2024-06-19,20260405_211439,sistema_hsec
Accidente,Baja,3.3,18569.85,EQ-0254,PRY-0133,2024-10-21,20260405_211439,sistema_hsec
Rotura tubería,Baja,5.4,48920.99,EQ-1810,PRY-0400,2024-02-07,20260405_211439,sistema_hsec
Lluvia,Baja,19.4,45560.57,EQ-0049,PRY-0253,2024-10-22,20260405_211439,sistema_hsec
Lluvia,BAJA,24.4,46657.67,EQ-0933,PRY-0063,2024-06-07,20260405_211439,sistema_hsec
Rotura tubería,Alta,9.4,35535.48,EQ-0147,PRY-0280,2024-09-28,20260405_211439,sistema_hsec
Rotura tubería,Alta,17.5,27162.02,EQ-0662,PRY-0092,2024-09-19,20260405_211439,sistema_hsec
Falla software,BAJA,13.3,17651.66,EQ-0703,PRY-0287,2024-04-26,20260405_211439,sistema_hsec
Rotura tubería,critica,0.9,1109.41,EQ-1822,PRY-0258,2024-12-17,20260405_211439,sistema_hsec
Falla eléctrica,Alta,12.5,12932.7,EQ-0229,PRY-0482,2024-12-05,20260405_211439,sistema_hsec
Lluvia,BAJA,6.0,35232.92,EQ-1753,PRY-0411,2024-08-30,20260405_211439,sistema_hsec
Rotura tubería,Media,3.6,40797.87,EQ-1683,PRY-0444,2024-04-02,20260405_211439,sistema_hsec
Deslizamiento,Baja,6.3,32042.1,EQ-1573,PRY-0276,2024-04-03,20260405_211439,sistema_hsec
Accidente,critica,19.1,47358.78,EQ-0250,PRY-0102,2024-06-26,20260405_211439,sistema_hsec
Falla software,Baja,4.0,16835.79,EQ-0414,PRY-0193,2024-02-08,20260405_211439,sistema_hsec
Falla software,Alta,-5.0,8991.2,EQ-1198,PRY-0046,2024-08-11,20260405_211439,sistema_hsec
Lluvia,Alta,1.9,52994.56,EQ-1017,PRY-0252,2024-01-26,20260405_211439,sistema_hsec
Accidente,Media,11.8,49098.89,EQ-0620,PRY-0467,2024-01-12,20260405_211439,sistema_hsec
Falla eléctrica,critica,2.3,11030.26,EQ-0090,PRY-0165,2024-01-19,20260405_211439,sistema_hsec
Lluvia,Media,18.0,49291.48,EQ-1473,PRY-0241,2024-12-24,20260405_211439,sistema_hsec
Deslizamiento,Crítica,4.6,32893.02,EQ-1597,PRY-0442,2024-11-22,20260405_211439,sistema_hsec
Falla software,Baja,2.5,49442.96,EQ-0165,PRY-0075,2024-11-12,20260405_211439,sistema_hsec
Deslizamiento,Crítica,27.4,44324.51,EQ-1662,PRY-0057,2024-01-08,20260405_211439,sistema_hsec
Falla software,Baja,8.4,13007.15,EQ-0048,PRY-0252,2024-11-27,20260405_211439,sistema_hsec
Rotura tubería,critica,15.5,7206.76,EQ-0384,PRY-0339,2024-06-15,20260405_211439,sistema_hsec
Falla software,critica,10.5,21753.92,EQ-1918,PRY-0494,2024-11-30,20260405_211439,sistema_hsec
Deslizamiento,Crítica,8.6,42133.23,EQ-1638,PRY-0494,2024-01-21,20260405_211439,sistema_hsec
Falla mecánica,Crítica,9.1,29204.61,EQ-0592,PRY-0454,2024-10-11,20260405_211439,sistema_hsec
Accidente,Alta,17.3,4902.73,EQ-0204,PRY-0069,2024-12-16,20260405_211439,sistema_hsec
Accidente,BAJA,9.3,21274.69,EQ-0204,PRY-0338,2024-06-15,20260405_211439,sistema_hsec
Falla mecánica,Baja,-5.0,40651.95,EQ-0396,PRY-0348,2024-03-31,20260405_211439,sistema_hsec
Deslizamiento,critica,12.8,3832.98,EQ-1075,PRY-0006,2024-05-11,20260405_211439,sistema_hsec
Deslizamiento,Alta,4.7,37189.31,EQ-0654,PRY-0490,2024-01-08,20260405_211439,sistema_hsec
Deslizamiento,Alta,13.1,34170.89,EQ-0037,PRY-0166,2024-09-01,20260405_211439,sistema_hsec
Falla software,Media,4.5,13343.6,EQ-1219,PRY-0110,2024-09-29,20260405_211439,sistema_hsec
Falla software,Media,12.3,2136.09,EQ-1080,PRY-0011,2024-05-04,20260405_211439,sistema_hsec
Deslizamiento,Alta,2.2,42692.48,EQ-0377,PRY-0261,2024-09-05,20260405_211439,sistema_hsec
Rotura tubería,BAJA,26.9,47875.52,EQ-0215,PRY-0413,2024-03-05,20260405_211439,sistema_hsec
Falla software,Media,26.4,14974.9,EQ-1036,PRY-0132,2024-10-31,20260405_211439,sistema_hsec
Deslizamiento,Baja,0.4,48388.89,EQ-0342,PRY-0239,2024-06-19,20260405_211439,sistema_hsec
Falla mecánica,Media,12.3,33710.79,EQ-1502,PRY-0349,2024-04-07,20260405_211439,sistema_hsec
Accidente,Baja,0.1,30553.94,EQ-1128,PRY-0118,2024-10-07,20260405_211439,sistema_hsec
Rotura tubería,Alta,17.6,2353.16,EQ-1368,PRY-0465,2024-07-20,20260405_211439,sistema_hsec
Falla eléctrica,Media,-5.0,54010.01,EQ-0302,PRY-0105,2024-10-19,20260405_211439,sistema_hsec
Falla software,BAJA,0.4,51185.01,EQ-1314,PRY-0034,2024-02-09,20260405_211439,sistema_hsec
Lluvia,critica,1.3,32170.26,EQ-0447,PRY-0318,2024-12-14,20260405_211439,sistema_hsec
Falla software,BAJA,11.4,32761.31,EQ-1677,PRY-0222,2024-12-09,20260405_211439,sistema_hsec
Rotura tubería,BAJA,0.0,37088.82,EQ-0773,PRY-0184,2024-01-15,20260405_211439,sistema_hsec
Rotura tubería,BAJA,3.1,12905.69,EQ-1040,PRY-0280,2024-10-17,20260405_211439,sistema_hsec
Lluvia,Alta,1.9,34888.78,EQ-1875,PRY-0074,2024-12-15,20260405_211439,sistema_hsec
Falla software,Baja,5.4,8474.56,EQ-0433,PRY-0293,2024-03-22,20260405_211439,sistema_hsec
Deslizamiento,Alta,18.4,15322.52,EQ-0535,PRY-0352,2024-07-21,20260405_211439,sistema_hsec
Rotura tubería,Media,12.4,43482.0,EQ-1799,PRY-0002,2024-06-13,20260405_211439,sistema_hsec
Falla software,BAJA,3.1,27618.46,EQ-1672,PRY-0155,2024-12-14,20260405_211439,sistema_hsec
Accidente,Baja,9.8,5589.93,EQ-1180,PRY-0299,2024-11-07,20260405_211439,sistema_hsec
Falla eléctrica,critica,8.5,35114.65,EQ-0911,PRY-0079,2024-06-01,20260405_211439,sistema_hsec
Accidente,Alta,8.0,20024.31,EQ-1662,PRY-0441,2024-02-27,20260405_211439,sistema_hsec
Deslizamiento,Baja,1.0,20496.02,EQ-1578,PRY-0437,2024-01-21,20260405_211439,sistema_hsec
Rotura tubería,BAJA,8.7,30004.02,EQ-1269,PRY-0435,2024-02-21,20260405_211439,sistema_hsec
Falla eléctrica,Media,0.6,13404.06,EQ-1176,PRY-0043,2024-03-18,20260405_211439,sistema_hsec
Falla mecánica,Media,1.8,40892.87,EQ-0287,PRY-0029,2024-12-12,20260405_211439,sistema_hsec
Accidente,BAJA,2.3,21891.55,EQ-1794,PRY-0326,2024-08-04,20260405_211439,sistema_hsec
Accidente,Baja,5.7,6611.7,EQ-1123,PRY-0344,2024-05-09,20260405_211439,sistema_hsec
Falla eléctrica,Baja,21.7,44360.91,EQ-0182,PRY-0067,2024-10-27,20260405_211439,sistema_hsec
Accidente,Media,0.3,18635.13,EQ-1382,PRY-0100,2024-09-05,20260405_211439,sistema_hsec
Lluvia,Media,0.7,50007.3,EQ-0893,PRY-0446,2024-07-04,20260405_211439,sistema_hsec
Falla software,Baja,13.6,36751.77,EQ-1878,PRY-0302,2024-07-29,20260405_211439,sistema_hsec
Falla eléctrica,Baja,14.2,27889.26,EQ-1829,PRY-0076,2024-04-06,20260405_211439,sistema_hsec
Lluvia,Crítica,1.8,30026.93,EQ-1428,PRY-0348,2024-08-25,20260405_211439,sistema_hsec
Lluvia,Media,8.5,36641.18,EQ-1864,PRY-0342,2024-10-23,20260405_211439,sistema_hsec
Lluvia,BAJA,5.4,12616.37,EQ-0165,PRY-0159,2024-05-10,20260405_211439,sistema_hsec
Falla eléctrica,Media,1.6,16260.84,EQ-0804,PRY-0212,2024-10-08,20260405_211439,sistema_hsec
