equipo_id,tipo_equipo,horas_trabajadas,combustible_L,estado,eficiencia_pct,fecha_registro,_ingested_at,_source
EQ-0050,Grúa,661.5,5319.9,Operativo,85.2,2024-12-17,20260405_172418,iot_telemetry
EQ-0483,Compactadora,2191.6,698.5,Operativo,102.9,2024-09-29,20260405_172418,iot_telemetry
EQ-1773,Rodillo,1770.0,4371.5,null,81.3,2024-07-03,20260405_172418,iot_telemetry
EQ-0802,Excavadora,1319.5,2868.8,null,43.5,2024-06-03,20260405_172418,iot_telemetry
EQ-1299,Volquete,1852.4,905.1,Operativo,42.4,2024-02-24,20260405_172418,iot_telemetry
EQ-1735,Excavadora,1153.2,4270.4,Mantenimiento,66.1,2024-11-05,20260405_172418,iot_telemetry
EQ-1663,Retroexcavadora,1755.5,337.1,En espera,49.4,2024-01-31,20260405_172418,iot_telemetry
EQ-0914,Compactadora,344.0,571.2,En espera,47.5,2024-07-06,20260405_172418,iot_telemetry
EQ-1404,Retroexcavadora,855.7,2668.2,En espera,102.9,2024-01-24,20260405_172418,iot_telemetry
EQ-0810,Motoniveladora,1668.3,759.8,Falla crítica,104.9,2024-06-23,20260405_172418,iot_telemetry
EQ-0579,Compactadora,370.8,1147.3,null,49.4,2024-10-10,20260405_172418,iot_telemetry
EQ-1544,Grúa,971.9,3987.4,null,61.7,2024-12-15,20260405_172418,iot_telemetry
EQ-1423,Excavadora,1469.7,734.6,Mantenimiento,42.2,2024-01-06,20260405_172418,iot_telemetry
EQ-1029,Retroexcavadora,2025.2,4270.3,Falla crítica,61.3,2024-03-01,20260405_172418,iot_telemetry
EQ-0344,Compactadora,1017.1,633.6,Operativo,48.6,2024-03-29,20260405_172418,iot_telemetry
EQ-0608,Excavadora,1851.8,1937.7,null,64.8,2024-08-05,20260405_172418,iot_telemetry
EQ-0971,Pavimentadora,1905.4,4101.9,OPERATIVO,79.9,2024-07-01,20260405_172418,iot_telemetry
EQ-1352,Motoniveladora,586.2,2870.1,OPERATIVO,66.9,2024-12-05,20260405_172418,iot_telemetry
EQ-1154,Motoniveladora,-1.0,5474.6,null,74.3,2024-05-16,20260405_172418,iot_telemetry
EQ-1377,Excavadora,1481.0,299.5,Operativo,76.0,2024-12-01,20260405_172418,iot_telemetry
EQ-0148,Excavadora,1633.7,4120.7,Falla crítica,90.9,2024-04-24,20260405_172418,iot_telemetry
EQ-0514,Compactadora,2081.0,4143.1,Operativo,47.0,2024-07-19,20260405_172418,iot_telemetry
EQ-1550,Motoniveladora,1462.7,1526.1,null,76.7,2024-01-22,20260405_172418,iot_telemetry
EQ-1220,Volquete,1730.5,1257.0,Falla crítica,73.7,2024-03-20,20260405_172418,iot_telemetry
EQ-1411,Motoniveladora,1957.2,3883.4,null,69.9,2024-02-26,20260405_172418,iot_telemetry
EQ-0903,Pavimentadora,1805.7,2476.4,Mantenimiento,43.0,2024-04-09,20260405_172418,iot_telemetry
EQ-0418,Excavadora,973.4,3895.6,OPERATIVO,100.5,2024-05-23,20260405_172418,iot_telemetry
EQ-0591,Retroexcavadora,1084.5,3298.6,null,79.0,2024-02-19,20260405_172418,iot_telemetry
EQ-1947,Grúa,1025.7,1939.7,Mantenimiento,45.6,2024-09-13,20260405_172418,iot_telemetry
EQ-0750,Rodillo,1284.6,4827.2,null,68.3,2024-03-13,20260405_172418,iot_telemetry
EQ-1612,Retroexcavadora,1532.9,1615.1,Falla crítica,71.2,2024-10-28,20260405_172418,iot_telemetry
EQ-0132,Grúa,1633.2,1329.4,null,52.1,2024-07-15,20260405_172418,iot_telemetry
EQ-0439,Grúa,1144.4,2345.4,Falla crítica,100.9,2024-06-18,20260405_172418,iot_telemetry
EQ-1230,Volquete,1642.2,364.2,OPERATIVO,78.5,2024-11-29,20260405_172418,iot_telemetry
EQ-0929,Compactadora,441.8,4960.5,Mantenimiento,87.1,2024-04-20,20260405_172418,iot_telemetry
EQ-0341,Excavadora,1849.4,2321.9,Falla crítica,41.9,2024-07-10,20260405_172418,iot_telemetry
EQ-1406,Rodillo,788.3,3390.2,En espera,85.4,2024-02-16,20260405_172418,iot_telemetry
EQ-1757,Excavadora,1650.6,3843.8,OPERATIVO,89.2,2024-11-18,20260405_172418,iot_telemetry
EQ-0150,Compactadora,1780.6,1834.6,En espera,95.0,2024-09-15,20260405_172418,iot_telemetry
EQ-1239,Motoniveladora,1871.4,3784.7,OPERATIVO,60.7,2024-02-15,20260405_172418,iot_telemetry
EQ-1749,Retroexcavadora,2099.2,4709.7,Operativo,74.8,2024-11-29,20260405_172418,iot_telemetry
EQ-0666,Compactadora,2156.8,1429.9,null,59.9,2024-07-11,20260405_172418,iot_telemetry
EQ-1842,Retroexcavadora,1327.5,1023.9,En espera,97.2,2024-10-28,20260405_172418,iot_telemetry
EQ-0550,Pavimentadora,607.3,2784.9,OPERATIVO,62.8,2024-09-19,20260405_172418,iot_telemetry
EQ-0571,Pavimentadora,1416.2,4866.3,null,68.5,2024-08-01,20260405_172418,iot_telemetry
EQ-1978,Grúa,1868.7,628.1,Falla crítica,42.2,2024-01-20,20260405_172418,iot_telemetry
EQ-1544,Volquete,486.4,3728.4,En espera,94.0,2024-11-15,20260405_172418,iot_telemetry
EQ-0746,Excavadora,1608.5,1081.6,Falla crítica,53.6,2024-07-20,20260405_172418,iot_telemetry
EQ-0617,Pavimentadora,1482.5,1716.9,Falla crítica,65.4,2024-07-09,20260405_172418,iot_telemetry
EQ-0356,Grúa,1796.5,3479.5,OPERATIVO,69.2,2024-02-03,20260405_172418,iot_telemetry
EQ-1260,Grúa,1327.3,89.1,OPERATIVO,64.6,2024-12-06,20260405_172418,iot_telemetry
EQ-0717,Excavadora,45.0,5033.9,Mantenimiento,99.6,2024-08-21,20260405_172418,iot_telemetry
EQ-1398,Motoniveladora,879.0,795.3,OPERATIVO,69.8,2024-02-09,20260405_172418,iot_telemetry
EQ-0612,Grúa,1716.6,2895.2,Falla crítica,57.6,2024-10-10,20260405_172418,iot_telemetry
EQ-0309,Motoniveladora,214.3,1012.9,En espera,66.3,2024-10-06,20260405_172418,iot_telemetry
EQ-1176,Compactadora,1967.4,2440.1,null,42.7,2024-11-18,20260405_172418,iot_telemetry
EQ-1545,Pavimentadora,202.4,4038.8,Mantenimiento,86.4,2024-10-07,20260405_172418,iot_telemetry
EQ-0320,Volquete,168.4,1267.6,OPERATIVO,69.5,2024-03-05,20260405_172418,iot_telemetry
EQ-0929,Rodillo,876.7,828.9,null,75.7,2024-08-26,20260405_172418,iot_telemetry
EQ-0904,Volquete,386.5,3569.3,En espera,64.7,2024-10-07,20260405_172418,iot_telemetry
EQ-0863,Grúa,243.6,5487.2,OPERATIVO,87.1,2024-12-25,20260405_172418,iot_telemetry
EQ-0018,Motoniveladora,1431.2,2643.0,En espera,42.4,2024-01-08,20260405_172418,iot_telemetry
EQ-1557,Compactadora,1892.4,5480.2,Operativo,46.2,2024-07-05,20260405_172418,iot_telemetry
EQ-0130,Excavadora,1082.3,645.0,Operativo,61.9,2024-07-06,20260405_172418,iot_telemetry
EQ-1413,Motoniveladora,1979.5,413.4,Falla crítica,44.1,2024-02-05,20260405_172418,iot_telemetry
EQ-0184,Retroexcavadora,2051.1,729.4,null,80.3,2024-10-15,20260405_172418,iot_telemetry
EQ-1350,Rodillo,1167.5,561.7,Operativo,41.6,2024-06-25,20260405_172418,iot_telemetry
EQ-0700,Retroexcavadora,1208.5,3252.6,Operativo,58.3,2024-08-07,20260405_172418,iot_telemetry
EQ-0330,Volquete,76.4,3673.6,null,76.8,2024-03-07,20260405_172418,iot_telemetry
EQ-1298,Excavadora,2194.1,1820.6,OPERATIVO,53.0,2024-01-22,20260405_172418,iot_telemetry
EQ-1264,Motoniveladora,2169.4,1235.5,OPERATIVO,91.7,2024-02-04,20260405_172418,iot_telemetry
EQ-0412,Rodillo,1514.2,4462.9,OPERATIVO,55.5,2024-05-12,20260405_172418,iot_telemetry
EQ-0318,Grúa,477.2,5344.2,Mantenimiento,82.8,2024-12-09,20260405_172418,iot_telemetry
EQ-0944,Grúa,1336.3,2860.4,Operativo,75.1,2024-06-25,20260405_172418,iot_telemetry
EQ-0186,Compactadora,100.1,708.8,Falla crítica,70.8,2024-01-11,20260405_172418,iot_telemetry
EQ-1823,Compactadora,1333.4,2617.2,OPERATIVO,79.0,2024-11-26,20260405_172418,iot_telemetry
EQ-0086,Rodillo,2049.9,676.3,En espera,46.6,2024-06-20,20260405_172418,iot_telemetry
EQ-0729,Motoniveladora,1610.9,4843.7,Operativo,72.9,2024-07-23,20260405_172418,iot_telemetry
EQ-0821,Compactadora,1377.5,4717.2,Falla crítica,69.2,2024-11-02,20260405_172418,iot_telemetry
EQ-1094,Excavadora,999.6,3913.7,En espera,44.9,2024-07-18,20260405_172418,iot_telemetry
EQ-1453,Pavimentadora,648.0,838.1,En espera,70.8,2024-02-27,20260405_172418,iot_telemetry
EQ-1260,Grúa,1092.8,325.0,null,96.6,2024-10-09,20260405_172418,iot_telemetry
EQ-0553,Excavadora,407.3,3950.7,OPERATIVO,77.2,2024-04-18,20260405_172418,iot_telemetry
EQ-0149,Retroexcavadora,719.3,4568.5,null,64.1,2024-06-04,20260405_172418,iot_telemetry
EQ-1288,Rodillo,1803.3,1127.1,Mantenimiento,93.9,2024-09-28,20260405_172418,iot_telemetry
EQ-1800,Compactadora,957.3,4914.3,En espera,62.1,2024-05-03,20260405_172418,iot_telemetry
EQ-1935,Rodillo,719.4,2349.0,En espera,46.6,2024-05-28,20260405_172418,iot_telemetry
EQ-1765,Rodillo,1412.6,2364.0,Operativo,97.1,2024-03-19,20260405_172418,iot_telemetry
EQ-1916,Volquete,1815.5,2505.7,Falla crítica,102.0,2024-11-06,20260405_172418,iot_telemetry
EQ-0399,Retroexcavadora,304.3,4138.7,Falla crítica,104.3,2024-07-27,20260405_172418,iot_telemetry
EQ-1442,Compactadora,1187.5,4322.4,Mantenimiento,96.5,2024-10-02,20260405_172418,iot_telemetry
EQ-1832,Pavimentadora,1241.6,489.0,Falla crítica,44.3,2024-03-10,20260405_172418,iot_telemetry
EQ-1737,Motoniveladora,1999.9,1297.1,Operativo,102.1,2024-01-21,20260405_172418,iot_telemetry
EQ-0143,Excavadora,1533.2,3385.4,Falla crítica,53.9,2024-12-28,20260405_172418,iot_telemetry
EQ-1309,Motoniveladora,1637.1,1680.2,En espera,79.9,2024-10-10,20260405_172418,iot_telemetry
EQ-0756,Rodillo,421.4,5215.7,En espera,83.9,2024-10-20,20260405_172418,iot_telemetry
EQ-0106,Grúa,275.7,5431.3,En espera,91.8,2024-07-11,20260405_172418,iot_telemetry
EQ-1092,Grúa,1465.9,3991.3,Operativo,79.0,2024-09-15,20260405_172418,iot_telemetry
EQ-1496,Motoniveladora,-1.0,2805.8,Mantenimiento,75.5,2024-06-08,20260405_172418,iot_telemetry
EQ-1122,Rodillo,709.0,2987.5,Falla crítica,91.2,2024-02-08,20260405_172418,iot_telemetry
EQ-1807,Rodillo,652.7,5172.4,Falla crítica,69.8,2024-07-28,20260405_172418,iot_telemetry
EQ-0436,Excavadora,1515.6,1456.1,Mantenimiento,43.1,2024-09-19,20260405_172418,iot_telemetry
EQ-1642,Pavimentadora,921.9,1520.7,Falla crítica,77.8,2024-06-08,20260405_172418,iot_telemetry
EQ-1715,Pavimentadora,1494.1,3398.7,Operativo,63.6,2024-10-10,20260405_172418,iot_telemetry
EQ-1009,Volquete,1937.2,320.3,Operativo,43.3,2024-05-04,20260405_172418,iot_telemetry
EQ-1223,Pavimentadora,248.2,2441.4,null,52.4,2024-10-08,20260405_172418,iot_telemetry
EQ-1456,Rodillo,1009.6,5327.6,Mantenimiento,59.0,2024-09-19,20260405_172418,iot_telemetry
EQ-0537,Volquete,1383.2,2980.6,Falla crítica,91.9,2024-02-05,20260405_172418,iot_telemetry
EQ-1214,Compactadora,782.1,4763.2,null,48.4,2024-12-14,20260405_172418,iot_telemetry
EQ-1877,Volquete,215.0,4068.1,Mantenimiento,71.9,2024-07-01,20260405_172418,iot_telemetry
EQ-1137,Retroexcavadora,135.5,633.1,Mantenimiento,88.3,2024-10-06,20260405_172418,iot_telemetry
EQ-0535,Excavadora,57.9,1871.5,En espera,60.3,2024-03-28,20260405_172418,iot_telemetry
EQ-0422,Rodillo,285.3,2426.0,Operativo,44.4,2024-02-25,20260405_172418,iot_telemetry
EQ-0546,Rodillo,704.8,3984.1,Mantenimiento,86.9,2024-04-21,20260405_172418,iot_telemetry
EQ-0401,Rodillo,1995.2,1937.2,Operativo,62.7,2024-11-13,20260405_172418,iot_telemetry
EQ-1225,Motoniveladora,531.3,3722.8,Falla crítica,62.5,2024-12-30,20260405_172418,iot_telemetry
EQ-1301,Rodillo,111.4,4172.9,null,63.3,2024-02-09,20260405_172418,iot_telemetry
EQ-0544,Pavimentadora,213.3,2759.7,null,62.9,2024-06-17,20260405_172418,iot_telemetry
EQ-0036,Grúa,1209.6,1162.3,null,87.2,2024-12-01,20260405_172418,iot_telemetry
EQ-1290,Motoniveladora,837.1,3538.4,Mantenimiento,60.0,2024-12-06,20260405_172418,iot_telemetry
EQ-0183,Retroexcavadora,984.6,4396.2,OPERATIVO,92.5,2024-03-28,20260405_172418,iot_telemetry
EQ-1264,Grúa,42.8,4860.4,En espera,43.9,2024-12-02,20260405_172418,iot_telemetry
EQ-0406,Compactadora,1102.4,1569.5,OPERATIVO,43.8,2024-01-13,20260405_172418,iot_telemetry
EQ-1212,Volquete,497.3,3903.5,Operativo,60.6,2024-02-03,20260405_172418,iot_telemetry
EQ-0869,Motoniveladora,1675.0,2277.6,Mantenimiento,94.9,2024-07-08,20260405_172418,iot_telemetry
EQ-1266,Retroexcavadora,1818.3,1390.7,null,94.5,2024-10-23,20260405_172418,iot_telemetry
EQ-1039,Grúa,1851.1,5252.6,Operativo,72.6,2024-11-13,20260405_172418,iot_telemetry
EQ-0353,Motoniveladora,416.5,1671.8,En espera,84.0,2024-03-31,20260405_172418,iot_telemetry
EQ-0202,Grúa,701.1,4073.7,Falla crítica,77.0,2024-05-12,20260405_172418,iot_telemetry
EQ-1979,Retroexcavadora,1639.0,2853.7,Falla crítica,89.5,2024-07-03,20260405_172418,iot_telemetry
EQ-0458,Excavadora,1163.4,4818.5,Mantenimiento,101.0,2024-03-04,20260405_172418,iot_telemetry
EQ-0019,Excavadora,1680.3,634.8,null,85.6,2024-02-03,20260405_172418,iot_telemetry
EQ-0178,Excavadora,1791.4,2107.5,OPERATIVO,104.1,2024-06-14,20260405_172418,iot_telemetry
EQ-1998,Pavimentadora,499.5,2743.0,Falla crítica,74.4,2024-07-16,20260405_172418,iot_telemetry
EQ-0959,Retroexcavadora,135.9,3599.3,null,84.7,2024-05-17,20260405_172418,iot_telemetry
EQ-1677,Compactadora,231.7,4683.1,null,71.7,2024-06-19,20260405_172418,iot_telemetry
EQ-0333,Rodillo,612.1,3142.1,Operativo,82.9,2024-12-15,20260405_172418,iot_telemetry
EQ-0974,Compactadora,628.8,5026.2,Falla crítica,57.6,2024-04-20,20260405_172418,iot_telemetry
EQ-0523,Rodillo,1376.6,483.6,Operativo,81.1,2024-02-15,20260405_172418,iot_telemetry
EQ-0432,Volquete,992.5,4993.0,En espera,76.7,2024-01-16,20260405_172418,iot_telemetry
EQ-1065,Retroexcavadora,1135.6,4589.6,Mantenimiento,65.4,2024-04-24,20260405_172418,iot_telemetry
EQ-1730,Motoniveladora,857.8,155.4,En espera,75.7,2024-11-08,20260405_172418,iot_telemetry
EQ-0166,Retroexcavadora,155.7,1551.2,OPERATIVO,94.8,2024-04-15,20260405_172418,iot_telemetry
EQ-1267,Pavimentadora,1087.2,536.9,OPERATIVO,54.5,2024-08-02,20260405_172418,iot_telemetry
EQ-1273,Motoniveladora,1944.9,4179.3,En espera,54.0,2024-04-22,20260405_172418,iot_telemetry
EQ-1578,Motoniveladora,549.3,1485.9,null,62.9,2024-03-20,20260405_172418,iot_telemetry
EQ-0017,Rodillo,1306.8,3244.6,OPERATIVO,85.4,2024-08-20,20260405_172418,iot_telemetry
EQ-0682,Volquete,1508.5,1557.5,OPERATIVO,80.2,2024-08-01,20260405_172418,iot_telemetry
EQ-1002,Excavadora,698.8,2201.3,Mantenimiento,94.4,2024-05-31,20260405_172418,iot_telemetry
EQ-1221,Rodillo,2113.1,1927.9,Operativo,42.3,2024-09-13,20260405_172418,iot_telemetry
EQ-1011,Rodillo,916.0,1844.6,Falla crítica,47.8,2024-07-23,20260405_172418,iot_telemetry
EQ-1834,Retroexcavadora,241.4,3424.9,Falla crítica,55.1,2024-01-16,20260405_172418,iot_telemetry
EQ-1240,Compactadora,2002.9,2488.3,Operativo,87.0,2024-04-29,20260405_172418,iot_telemetry
EQ-0277,Retroexcavadora,831.0,960.2,null,44.2,2024-05-05,20260405_172418,iot_telemetry
EQ-0381,Grúa,460.2,964.1,Mantenimiento,85.0,2024-12-25,20260405_172418,iot_telemetry
EQ-1978,Motoniveladora,239.3,1123.0,OPERATIVO,79.5,2024-10-04,20260405_172418,iot_telemetry
EQ-1283,Compactadora,1068.1,4092.9,OPERATIVO,98.0,2024-05-24,20260405_172418,iot_telemetry
EQ-0167,Compactadora,949.8,2559.3,Operativo,81.1,2024-03-16,20260405_172418,iot_telemetry
EQ-0582,Motoniveladora,55.1,1963.9,Operativo,42.6,2024-06-19,20260405_172418,iot_telemetry
EQ-0134,Pavimentadora,1388.0,2903.5,Mantenimiento,73.3,2024-02-08,20260405_172418,iot_telemetry
EQ-1477,Retroexcavadora,549.6,5217.2,Operativo,80.6,2024-05-17,20260405_172418,iot_telemetry
EQ-1202,Pavimentadora,709.6,2063.7,En espera,96.2,2024-03-29,20260405_172418,iot_telemetry
EQ-0491,Volquete,1273.9,4442.5,En espera,96.9,2024-04-05,20260405_172418,iot_telemetry
EQ-1569,Excavadora,442.0,4879.9,Falla crítica,56.4,2024-05-06,20260405_172418,iot_telemetry
EQ-0376,Compactadora,1057.1,5175.7,Mantenimiento,48.2,2024-10-14,20260405_172418,iot_telemetry
EQ-1460,Compactadora,905.2,350.5,Mantenimiento,60.2,2024-03-19,20260405_172418,iot_telemetry
EQ-1935,Excavadora,1172.9,4626.0,OPERATIVO,103.2,2024-03-23,20260405_172418,iot_telemetry
EQ-0705,Pavimentadora,483.5,1792.1,Falla crítica,87.1,2024-08-31,20260405_172418,iot_telemetry
EQ-0546,Retroexcavadora,87.4,1265.5,null,47.4,2024-09-27,20260405_172418,iot_telemetry
EQ-1081,Grúa,1459.6,871.9,Falla crítica,81.0,2024-10-23,20260405_172418,iot_telemetry
EQ-0984,Retroexcavadora,748.7,2941.9,Operativo,68.8,2024-06-14,20260405_172418,iot_telemetry
EQ-0965,Grúa,2112.4,344.2,Falla crítica,42.2,2024-11-24,20260405_172418,iot_telemetry
EQ-1779,Grúa,482.2,2592.6,null,102.8,2024-01-03,20260405_172418,iot_telemetry
EQ-1709,Rodillo,1322.9,801.4,OPERATIVO,88.8,2024-06-09,20260405_172418,iot_telemetry
EQ-0022,Volquete,1027.3,1926.5,null,49.4,2024-04-28,20260405_172418,iot_telemetry
EQ-1071,Pavimentadora,771.5,3747.9,OPERATIVO,91.1,2024-09-26,20260405_172418,iot_telemetry
EQ-0301,Pavimentadora,908.5,1091.7,OPERATIVO,55.9,2024-06-19,20260405_172418,iot_telemetry
EQ-1154,Volquete,345.5,1866.5,Falla crítica,45.5,2024-06-11,20260405_172418,iot_telemetry
EQ-1064,Motoniveladora,681.4,3183.1,En espera,96.4,2024-06-16,20260405_172418,iot_telemetry
EQ-1148,Motoniveladora,1457.0,3157.1,Operativo,82.0,2024-02-27,20260405_172418,iot_telemetry
EQ-0892,Excavadora,2036.9,1917.6,Falla crítica,84.6,2024-09-15,20260405_172418,iot_telemetry
EQ-0523,Volquete,1033.7,4217.5,Operativo,76.6,2024-01-07,20260405_172418,iot_telemetry
EQ-1632,Grúa,1463.5,4237.5,null,53.9,2024-03-28,20260405_172418,iot_telemetry
EQ-0190,Excavadora,1824.8,4678.7,OPERATIVO,83.0,2024-08-09,20260405_172418,iot_telemetry
EQ-0626,Compactadora,1280.5,4946.5,Mantenimiento,74.2,2024-11-07,20260405_172418,iot_telemetry
EQ-0188,Rodillo,1737.5,3721.7,Falla crítica,73.2,2024-04-14,20260405_172418,iot_telemetry
EQ-0551,Motoniveladora,577.2,3822.7,OPERATIVO,68.7,2024-04-29,20260405_172418,iot_telemetry
EQ-1830,Retroexcavadora,739.2,3169.0,Falla crítica,69.3,2024-02-17,20260405_172418,iot_telemetry
EQ-1073,Retroexcavadora,50.8,4186.5,Mantenimiento,94.6,2024-02-24,20260405_172418,iot_telemetry
EQ-0134,Retroexcavadora,1571.8,77.8,null,42.4,2024-06-16,20260405_172418,iot_telemetry
EQ-1308,Volquete,1902.5,169.6,En espera,98.6,2024-10-15,20260405_172418,iot_telemetry
EQ-1992,Grúa,1770.3,2403.3,Operativo,40.5,2024-12-14,20260405_172418,iot_telemetry
EQ-0680,Compactadora,1420.0,2737.9,OPERATIVO,45.7,2024-07-23,20260405_172418,iot_telemetry
EQ-0704,Compactadora,788.9,2002.1,Falla crítica,58.1,2024-06-05,20260405_172418,iot_telemetry
EQ-1265,Rodillo,1848.8,3001.6,null,102.9,2024-06-02,20260405_172418,iot_telemetry
EQ-1221,Compactadora,785.0,4268.4,Falla crítica,87.2,2024-05-11,20260405_172418,iot_telemetry
EQ-1630,Pavimentadora,2175.4,3115.1,OPERATIVO,56.6,2024-12-27,20260405_172418,iot_telemetry
EQ-0889,Motoniveladora,1149.4,622.0,Mantenimiento,47.5,2024-11-03,20260405_172418,iot_telemetry
EQ-0327,Compactadora,215.2,3249.6,null,59.5,2024-01-13,20260405_172418,iot_telemetry
EQ-0117,Grúa,944.5,353.0,Operativo,50.7,2024-09-03,20260405_172418,iot_telemetry
EQ-1064,Pavimentadora,-1.0,4425.0,En espera,84.9,2024-06-06,20260405_172418,iot_telemetry
EQ-1731,Motoniveladora,392.3,4922.5,Mantenimiento,97.3,2024-04-21,20260405_172418,iot_telemetry
EQ-1847,Grúa,168.0,3622.4,En espera,78.9,2024-05-25,20260405_172418,iot_telemetry
EQ-1175,Grúa,1471.1,4956.2,Mantenimiento,83.4,2024-04-05,20260405_172418,iot_telemetry
EQ-0124,Compactadora,1567.3,782.5,Operativo,67.8,2024-05-30,20260405_172418,iot_telemetry
EQ-0662,Pavimentadora,1197.5,4033.6,En espera,46.6,2024-06-09,20260405_172418,iot_telemetry
EQ-0348,Grúa,147.9,2805.9,En espera,46.8,2024-09-10,20260405_172418,iot_telemetry
EQ-0266,Grúa,397.9,1990.0,En espera,90.5,2024-12-18,20260405_172418,iot_telemetry
EQ-0514,Retroexcavadora,675.5,1489.9,Operativo,59.4,2024-09-26,20260405_172418,iot_telemetry
EQ-1384,Volquete,2171.2,4058.1,En espera,104.8,2024-08-10,20260405_172418,iot_telemetry
EQ-0775,Motoniveladora,1941.2,4088.6,En espera,80.8,2024-12-01,20260405_172418,iot_telemetry
EQ-0923,Rodillo,468.6,2235.2,Falla crítica,90.6,2024-02-22,20260405_172418,iot_telemetry
EQ-0229,Compactadora,1274.5,387.4,Operativo,45.8,2024-11-15,20260405_172418,iot_telemetry
EQ-0753,Compactadora,1192.8,4940.8,null,54.2,2024-07-19,20260405_172418,iot_telemetry
EQ-0620,Motoniveladora,556.7,2805.2,En espera,89.8,2024-02-27,20260405_172418,iot_telemetry
EQ-1732,Compactadora,1832.2,2971.9,OPERATIVO,43.9,2024-12-14,20260405_172418,iot_telemetry
EQ-1060,Grúa,1077.1,2154.9,OPERATIVO,59.0,2024-12-01,20260405_172418,iot_telemetry
EQ-0743,Retroexcavadora,504.0,217.9,Mantenimiento,44.3,2024-08-17,20260405_172418,iot_telemetry
EQ-0015,Volquete,2072.3,4194.6,null,68.9,2024-09-16,20260405_172418,iot_telemetry
EQ-1086,Retroexcavadora,1980.0,657.9,null,48.2,2024-11-29,20260405_172418,iot_telemetry
EQ-0599,Rodillo,1937.0,1906.0,OPERATIVO,41.7,2024-05-21,20260405_172418,iot_telemetry
EQ-0615,Excavadora,592.9,3533.1,Operativo,88.5,2024-08-03,20260405_172418,iot_telemetry
EQ-0223,Motoniveladora,148.7,3183.9,En espera,92.4,2024-03-08,20260405_172418,iot_telemetry
EQ-1753,Compactadora,896.1,1576.2,null,79.9,2024-01-16,20260405_172418,iot_telemetry
EQ-1614,Compactadora,1700.2,4949.2,Mantenimiento,98.7,2024-04-22,20260405_172418,iot_telemetry
EQ-0250,Grúa,703.9,1680.6,Mantenimiento,96.7,2024-06-23,20260405_172418,iot_telemetry
EQ-1547,Volquete,2171.2,2013.1,Falla crítica,67.4,2024-10-25,20260405_172418,iot_telemetry
EQ-1580,Grúa,27.2,4503.4,En espera,94.7,2024-09-11,20260405_172418,iot_telemetry
EQ-0386,Excavadora,1475.5,1541.6,Mantenimiento,56.6,2024-01-11,20260405_172418,iot_telemetry
EQ-1404,Motoniveladora,1417.0,2028.2,Operativo,84.6,2024-12-04,20260405_172418,iot_telemetry
EQ-0054,Rodillo,742.3,126.7,Mantenimiento,59.0,2024-07-17,20260405_172418,iot_telemetry
EQ-0064,Retroexcavadora,2066.5,2286.0,OPERATIVO,91.2,2024-03-02,20260405_172418,iot_telemetry
EQ-1822,Rodillo,646.2,5270.5,OPERATIVO,103.3,2024-06-16,20260405_172418,iot_telemetry
EQ-1211,Volquete,464.2,1384.3,OPERATIVO,91.1,2024-07-23,20260405_172418,iot_telemetry
EQ-1953,Pavimentadora,2132.2,2990.7,OPERATIVO,43.6,2024-03-10,20260405_172418,iot_telemetry
EQ-1539,Volquete,678.2,1855.9,En espera,85.1,2024-08-13,20260405_172418,iot_telemetry
EQ-0212,Motoniveladora,1742.4,2789.1,OPERATIVO,62.2,2024-08-14,20260405_172418,iot_telemetry
EQ-1657,Retroexcavadora,1305.2,959.5,Falla crítica,96.4,2024-09-18,20260405_172418,iot_telemetry
EQ-1866,Grúa,700.7,2156.8,En espera,49.9,2024-03-11,20260405_172418,iot_telemetry
EQ-1879,Motoniveladora,296.8,1706.5,Falla crítica,104.2,2024-07-04,20260405_172418,iot_telemetry
EQ-0839,Excavadora,1922.1,1149.7,null,64.7,2024-04-11,20260405_172418,iot_telemetry
EQ-0303,Excavadora,591.2,3702.9,Falla crítica,82.2,2024-05-10,20260405_172418,iot_telemetry
EQ-0093,Retroexcavadora,410.2,3442.4,En espera,96.2,2024-11-21,20260405_172418,iot_telemetry
EQ-1749,Rodillo,742.1,4585.3,OPERATIVO,82.0,2024-10-27,20260405_172418,iot_telemetry
EQ-1272,Compactadora,1362.3,390.4,Operativo,55.7,2024-12-25,20260405_172418,iot_telemetry
EQ-1923,Excavadora,831.6,2913.7,Mantenimiento,82.7,2024-10-09,20260405_172418,iot_telemetry
EQ-1412,Pavimentadora,31.8,501.8,null,80.7,2024-08-07,20260405_172418,iot_telemetry
EQ-0899,Motoniveladora,103.0,3754.2,OPERATIVO,82.6,2024-05-16,20260405_172418,iot_telemetry
EQ-1183,Rodillo,334.3,4286.6,Falla crítica,84.7,2024-03-24,20260405_172418,iot_telemetry
EQ-1228,Excavadora,1490.5,1845.1,Operativo,57.7,2024-04-05,20260405_172418,iot_telemetry
EQ-0536,Volquete,1816.2,2043.8,null,71.0,2024-04-12,20260405_172418,iot_telemetry
EQ-1209,Volquete,903.9,5436.0,OPERATIVO,56.9,2024-09-09,20260405_172418,iot_telemetry
EQ-1437,Rodillo,2058.9,364.6,null,60.0,2024-01-08,20260405_172418,iot_telemetry
EQ-0529,Grúa,1423.5,3289.4,En espera,82.1,2024-04-19,20260405_172418,iot_telemetry
EQ-0675,Grúa,240.5,3221.8,OPERATIVO,46.4,2024-12-05,20260405_172418,iot_telemetry
